,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry
2669,3005,N2,202.333,LRP203,24.7093889,91.7373886,,KmPost,,link,1000.0,1002669,,,Unknown,,N2LRP203,N2LRP203,POINT (91.7373886 24.7093889)
2670,3006,N2,202.438,LRP203a,24.7098056,91.7382497,,Culvert,,bridge,104.99999999998977,1002670,,A,Unknown,8.2,N2LRP203a,N2LRP203,POINT (91.7382497 24.7098056)
2671,3007,N2,203.328,LRP204,24.7148889,91.7448886,,KmPost,,link,890.0000000000148,1002671,,,Unknown,,N2LRP204,N2LRP204,POINT (91.7448886 24.7148889)
2672,3008,N2,204.333,LRP205,24.721447628048782,91.75156163658536,,KmPost,,link,1004.9999999999955,1002672,,,Unknown,,N2LRP205,N2LRP205,POINT (91.75156163658536 24.721447628048782)
2673,3009,N2,204.558,LRP205a,24.722916,91.7530556,,Culvert,,bridge,224.99999999999432,1002673,,A,Unknown,3.0,N2LRP205a,N2LRP205,POINT (91.7530556 24.722916)
2674,3010,N2,205.083,LRP205b,24.7260827,91.7568889,,"SideRoad,Right",,link,525.0000000000057,1002674,,,Unknown,,N2LRP205b,N2LRP205,POINT (91.7568889 24.7260827)
2675,3011,N2,205.333,LRP206,24.7273327,91.7591389,,KmPost,,link,250.0,1002675,,,Unknown,,N2LRP206,N2LRP206,POINT (91.7591389 24.7273327)
2676,3012,N2,205.614,LRP206a,24.7284993,91.7615,,Culvert,,bridge,281.0000000000059,1002676,,A,Unknown,7.2,N2LRP206a,N2LRP206,POINT (91.7615 24.7284993)
2677,3013,N2,206.31,LRP206b,24.7322493,91.7669438,,Culvert,,bridge,695.999999999998,1002677,,A,Unknown,7.2,N2LRP206b,N2LRP206,POINT (91.7669438 24.7322493)
2678,3014,N2,206.333,LRP207,24.7323882,91.7671104,,KmPost,,link,22.999999999996135,1002678,,,Unknown,,N2LRP207,N2LRP207,POINT (91.7671104 24.7323882)
2679,3015,N2,206.766,LRP207a,24.7350274,91.7702216,,Culvert,,bridge,432.9999999999927,1002679,,A,Unknown,2.0,N2LRP207a,N2LRP207,POINT (91.7702216 24.7350274)
2680,3016,N2,207.343,LRP208,24.7385552,91.774416,,KmPost,,link,576.9999999999982,1002680,,,Unknown,,N2LRP208,N2LRP208,POINT (91.774416 24.7385552)
2681,3017,N2,207.993,LRP208a,24.7436663,91.7768327,,Culvert,,link,650.0000000000057,1002681,,,Unknown,,N2LRP208a,N2LRP208,POINT (91.7768327 24.7436663)
2682,3018,N2,208.343,LRP209,24.7465552,91.7784993,,KmPost,,link,349.9999999999943,1002682,,,Unknown,,N2LRP209,N2LRP209,POINT (91.7784993 24.7465552)
2683,3019,N2,208.604,LRP209a,24.7486386,91.7795271,,Culvert,,bridge,261.0000000000241,1002683,,A,Unknown,2.0,N2LRP209a,N2LRP209,POINT (91.7795271 24.7486386)
2684,3020,N2,209.052,LRP209b,24.7522778,91.7813327,,Culvert,,bridge,447.9999999999791,1002684,,A,Unknown,2.0,N2LRP209b,N2LRP209,POINT (91.7813327 24.7522778)
2685,3021,N2,209.348,LRP210,24.7548333,91.7823604,,KmPost,,link,296.0000000000207,1002685,,,Unknown,,N2LRP210,N2LRP210,POINT (91.7823604 24.7548333)
2686,3022,N2,210.011,LRP210a,24.7605,91.7838886,,Culvert,,bridge,662.9999999999825,1002686,,A,Unknown,1.5,N2LRP210a,N2LRP210,POINT (91.7838886 24.7605)
2687,3023,N2,210.348,LRP211,24.7636111,91.7836663,,KmPost,,link,337.0000000000175,1002687,,,Unknown,,N2LRP211,N2LRP211,POINT (91.7836663 24.7636111)
2688,3024,N2,210.636,LRP211a,24.766159415752213,91.78328384619468,,Culvert,,bridge,287.9999999999825,1002688,,A,Unknown,2.0,N2LRP211a,N2LRP211,POINT (91.78328384619468 24.766159415752213)
2689,3025,N2,210.913,LRP211b,24.7686104,91.782916,,Culvert,,bridge,277.00000000001523,1002689,,A,Unknown,1.5,N2LRP211b,N2LRP211,POINT (91.782916 24.7686104)
2690,3026,N2,211.358,LRP212,24.7726104,91.7829716,,KmPost,,link,444.9999999999932,1002690,,,Unknown,,N2LRP212,N2LRP212,POINT (91.7829716 24.7726104)
2691,3027,N2,212.001,LRP212a,24.7783327,91.783833,,Culvert,,link,643.0000000000007,1002691,,,Unknown,,N2LRP212a,N2LRP212,POINT (91.783833 24.7783327)
2692,3028,N2,212.363,LRP213,24.7815271,91.7843052,,KmPost,,link,361.99999999999477,1002692,,,Unknown,,N2LRP213,N2LRP213,POINT (91.7843052 24.7815271)
2693,3029,N2,212.741,LRP213a,24.7847219,91.7849719,,Culvert,,bridge,378.0000000000143,1002693,,A,Unknown,2.0,N2LRP213a,N2LRP213,POINT (91.7849719 24.7847219)
2694,3030,N2,213.311,LRP213b,24.7890552,91.7876386,,Culvert,,bridge,569.9999999999932,1002694,,A,Unknown,2.0,N2LRP213b,N2LRP213,POINT (91.7876386 24.7890552)
2695,3031,N2,213.373,LRP214,24.7895274,91.7880552,,KmPost,,link,61.9999999999834,1002695,,,Unknown,,N2LRP214,N2LRP214,POINT (91.7880552 24.7895274)
2696,3032,N2,213.638,LRP214a,24.7915274,91.7891108,,Culvert,,bridge,265.0000000000148,1002696,,A,Unknown,2.0,N2LRP214a,N2LRP214,POINT (91.7891108 24.7915274)
2697,3033,N2,214.153,LRP214b,24.7961386,91.7895274,,Culvert,,bridge,514.9999999999864,1002697,,A,Unknown,2.0,N2LRP214b,N2LRP214,POINT (91.7895274 24.7961386)
2698,3034,N2,214.258,LRP215,24.7970274,91.7896386,,KmPost,,link,105.00000000001819,1002698,,,Unknown,,N2LRP215,N2LRP215,POINT (91.7896386 24.7970274)
2699,3035,N2,215.211,LRP215a,24.8055,91.7906663,,Culvert,,bridge,953.000000000003,1002699,,C,Unknown,12.4,N2LRP215a,N2LRP215,POINT (91.7906663 24.8055)
2700,3036,N2,215.418,LRP216,24.8072222,91.7911663,,KmPost,,link,206.99999999999363,1002700,,,Unknown,,N2LRP216,N2LRP216,POINT (91.7911663 24.8072222)
2701,3037,N2,215.472,LRP216a,24.8075833,91.7912774,,Culvert,,bridge,54.000000000002046,1002701,,A,Unknown,2.5,N2LRP216a,N2LRP216,POINT (91.7912774 24.8075833)
2702,3038,N2,215.832,LRP216b,24.8107222,91.7920274,,"SideRoad,Left",,link,359.9999999999852,1002702,,,Unknown,,N2LRP216b,N2LRP216,POINT (91.7920274 24.8107222)
2703,3039,N2,216.032,LRP216c,24.8118056,91.7924163,,Culvert,,bridge,200.00000000001705,1002703,,A,Unknown,2.5,N2LRP216c,N2LRP216,POINT (91.7924163 24.8118056)
2704,3040,N2,216.438,LRP217,24.8150278,91.7953052,,KmPost,,link,405.9999999999775,1002704,,,Unknown,,N2LRP217,N2LRP217,POINT (91.7953052 24.8150278)
2705,3041,N2,217.438,LRP218,24.820666,91.8029444,,KmPost,,link,1000.0,1002705,,,Unknown,,N2LRP218,N2LRP218,POINT (91.8029444 24.820666)
2706,3042,N2,218.438,LRP219,24.8254438,91.8113333,,KmPost,,link,1000.0,1002706,,,Unknown,,N2LRP219,N2LRP219,POINT (91.8113333 24.8254438)
2707,3043,N2,218.656,LRP219a,24.8267216,91.813,,Culvert,,bridge,218.00000000001774,1002707,,A,Unknown,2.5,N2LRP219a,N2LRP219,POINT (91.813 24.8267216)
2708,3044,N2,219.438,LRP220,24.831666,91.8182771,,KmPost,,link,781.9999999999823,1002708,,,Unknown,,N2LRP220,N2LRP220,POINT (91.8182771 24.831666)
2709,3045,N2,219.971,LRP220a,24.8361941,91.8202771,BS,Bridge,,bridge,533.0000000000155,1002709,,B,Unknown,11.8,N2LRP220a,N2LRP220,POINT (91.8202771 24.8361941)
2710,3046,N2,220.004,LRP220b,24.8363052,91.8203327,BE,Bridge,,link,32.99999999998704,1002710,,,Unknown,,N2LRP220b,N2LRP220,POINT (91.8203327 24.8363052)
2711,3047,N2,220.438,LRP221,24.8401663,91.8216938,,KmPost,,link,433.9999999999975,1002711,,,Unknown,,N2LRP221,N2LRP221,POINT (91.8216938 24.8401663)
2712,3048,N2,220.464,LRP221a,24.8402774,91.8217216,,Culvert,,bridge,26.00000000001046,1002712,,A,Unknown,2.0,N2LRP221a,N2LRP221,POINT (91.8217216 24.8402774)
2713,3049,N2,221.433,LRP222,24.8482774,91.8254438,,KmPost,,link,968.9999999999941,1002713,,,Unknown,,N2LRP222,N2LRP222,POINT (91.8254438 24.8482774)
2714,3050,N2,221.457,LRP222a,24.8484997,91.8255271,,Culvert,,bridge,24.00000000000091,1002714,,B,Unknown,3.0,N2LRP222a,N2LRP222,POINT (91.8255271 24.8484997)
2715,3051,N2,222.015,LRP222b,24.8515556,91.8296104,,Culvert,,bridge,557.9999999999927,1002715,,B,Unknown,3.0,N2LRP222b,N2LRP222,POINT (91.8296104 24.8515556)
2716,3052,N2,222.463,LRP223,24.8545278,91.8326382,,KmPost,,link,448.0000000000075,1002716,,,Unknown,,N2LRP223,N2LRP223,POINT (91.8326382 24.8545278)
2717,3053,N2,223.223,LRP223a,24.8584167,91.8384719,,Culvert,,bridge,760.0000000000193,1002717,,B,Unknown,12.2,N2LRP223a,N2LRP223,POINT (91.8384719 24.8584167)
2718,3054,N2,223.473,LRP224,24.8590833,91.840833,,KmPost,,link,250.0,1002718,,,Unknown,,N2LRP224,N2LRP224,POINT (91.840833 24.8590833)
2719,3055,N2,223.528,LRP224a,24.85925,91.8412497,,Culvert,,bridge,54.9999999999784,1002719,,A,Unknown,3.0,N2LRP224a,N2LRP224,POINT (91.8412497 24.85925)
2720,3056,N2,224.044,LRP224b,24.86075,91.8460552,,"SideRoad,Left",,link,516.0000000000196,1002720,,,Unknown,,N2LRP224b,N2LRP224,POINT (91.8460552 24.86075)
2721,3057,N2,224.129,LRP224c,24.8609167,91.846833,BS,Bridge,,bridge,84.99999999997954,1002721,,A,Unknown,3.0,N2LRP224c,N2LRP224,POINT (91.846833 24.8609167)
2722,3058,N2,224.173,LRP224d,24.8610833,91.8472497,BE,Bridge,,link,44.00000000001114,1002722,,,Unknown,,N2LRP224d,N2LRP224,POINT (91.8472497 24.8610833)
2723,3059,N2,224.473,LRP225,24.8624722,91.8498886,,KmPost,,link,300.00000000001137,1002723,,,Unknown,,N2LRP225,N2LRP225,POINT (91.8498886 24.8624722)
2724,3060,N2,224.715,LRP225a,24.8635278,91.8519444,,Culvert,,bridge,241.99999999999022,1002724,,A,Unknown,40.8,N2LRP225a,N2LRP225,POINT (91.8519444 24.8635278)
2725,3061,N2,225.373,LRP225b,24.8673049,91.8568056,,"SideRoad,Right",,link,657.999999999987,1002725,,,Unknown,,N2LRP225b,N2LRP225,POINT (91.8568056 24.8673049)
2726,3062,N2,225.493,LRP226,24.8677216,91.8577778,,KmPost,,link,120.00000000000455,1002726,,,Unknown,,N2LRP226,N2LRP226,POINT (91.8577778 24.8677216)
2727,3063,N2,225.729,LRP226a,24.8681382,91.8601111,,Culvert,,bridge,236.00000000001842,1002727,,A,Unknown,1.5,N2LRP226a,N2LRP226,POINT (91.8601111 24.8681382)
2728,3064,N2,225.865,LRP226b,24.868416,91.8613611,,Culvert,,bridge,135.99999999999568,1002728,,A,Unknown,1.5,N2LRP226b,N2LRP226,POINT (91.8613611 24.868416)
2729,3065,N2,226.365,LRP226c,24.870416,91.8655,,Culvert,,bridge,500.0,1002729,,A,Unknown,1.5,N2LRP226c,N2LRP226,POINT (91.8655 24.870416)
2730,3066,N2,226.493,LRP227,24.8714993,91.86625,,KmPost,,link,127.9999999999859,1002730,,,Unknown,,N2LRP227,N2LRP227,POINT (91.86625 24.8714993)
2731,3067,N2,226.808,LRP227a,24.8740271,91.8677493,,Culvert,,bridge,314.9999999999977,1002731,,B,Unknown,7.0,N2LRP227a,N2LRP227,POINT (91.8677493 24.8740271)
2732,3068,N2,227.493,LRP228,24.8771104,91.8729438,,KmPost,,link,685.0000000000023,1002732,,,Unknown,,N2LRP228,N2LRP228,POINT (91.8729438 24.8771104)
2733,3069,N2,227.568,LRP228a,24.8772216,91.8735271,BS,Bridge,,bridge,75.00000000001705,1002733,,A,Unknown,21.0,N2LRP228a,N2LRP228,POINT (91.8735271 24.8772216)
2734,3070,N2,227.587,LRP228b,24.8772216,91.8737216,BE,Bridge,,link,18.999999999977035,1002734,,,Unknown,,N2LRP228b,N2LRP228,POINT (91.8737216 24.8772216)
2735,3071,N2,227.756,LRP228c,24.8775549,91.8753604,,"SideRoad,Left / SideRoad,Right",,intersection,169.00000000001114,1002735,,,Unknown,,N2LRP228c,N2LRP228,POINT (91.8752771 24.8776938)
2736,3072,N2,227.793,LRP229,24.87784884913793,91.87557391336208,,KmPost,,link,37.00000000000614,1002736,,,Unknown,,N2LRP229,N2LRP229,POINT (91.87557391336208 24.87784884913793)
2737,3073,N2,227.988,LRP229a,24.878666,91.8771382,,Culvert,,bridge,194.99999999999318,1002737,,A,Unknown,9.5,N2LRP229a,N2LRP229,POINT (91.8771382 24.878666)
2738,3074,N2,228.186,LRP229b,24.8801938,91.8782493,BS,Bridge,,bridge,198.0000000000075,1002738,,A,Unknown,9.5,N2LRP229b,N2LRP229,POINT (91.8782493 24.8801938)
2739,3075,N2,228.504,LRP229c,24.8827493,91.8796938,BE,Bridge,,link,317.99999999998363,1002739,,,Unknown,,N2LRP229c,N2LRP229,POINT (91.8796938 24.8827493)
2740,3076,N2,228.793,LRP230,24.8851108,91.8808604,,KmPost,,link,289.0000000000157,1002740,,,Unknown,,N2LRP230,N2LRP230,POINT (91.8808604 24.8851108)
2741,3077,N2,229.093,LRP230a,24.8874719,91.8804993,,Culvert,,bridge,299.99999999998295,1002741,,A,Unknown,9.1,N2LRP230a,N2LRP230,POINT (91.8804993 24.8874719)
2742,3078,N2,229.207,LRP230b,24.8884163,91.8801104,,Culvert,,bridge,114.00000000000432,1002742,,A,Unknown,9.1,N2LRP230b,N2LRP230,POINT (91.8801104 24.8884163)
2743,3079,N2,229.793,LRP231,24.8928886,91.8782493,,KmPost,,link,586.0000000000127,1002743,,,Unknown,,N2LRP231,N2LRP231,POINT (91.8782493 24.8928886)
2744,3080,N2,229.807,LRP231a,24.8929997,91.8783049,,Culvert,,bridge,13.999999999981583,1002744,,A,Unknown,4.4,N2LRP231a,N2LRP231,POINT (91.8783049 24.8929997)
2745,3081,N2,229.888,LRP231b,24.8937497,91.878416,,"SideRoad,Left",,link,81.00000000001728,1002745,,,Unknown,,N2LRP231b,N2LRP231,POINT (91.878416 24.8937497)
2746,3082,N2,230.174,LRP231c,24.8951663,91.880166,,Culvert,,bridge,286.00000000000136,1002746,,A,Unknown,2.0,N2LRP231c,N2LRP231,POINT (91.880166 24.8951663)
2747,3083,N2,230.391,LRP231d,24.8953052,91.8822493,,Culvert,,bridge,216.99999999998454,1002747,,A,Unknown,8.5,N2LRP231d,N2LRP231,POINT (91.8822493 24.8953052)
2748,3084,N2,230.648,LRP231e,24.8953608,91.8848052,,Culvert,,bridge,257.000000000005,1002748,,A,Unknown,4.4,N2LRP231e,N2LRP231,POINT (91.8848052 24.8953608)
2749,3085,N2,230.793,LRP232,24.8953886,91.8863886,,KmPost,,link,145.00000000001023,1002749,,,Unknown,,N2LRP232,N2LRP232,POINT (91.8863886 24.8953886)
2750,3086,N2,230.939,LRP232a,24.8951941,91.8877774,,Culvert,,link,145.99999999998658,1002750,,,Unknown,,N2LRP232a,N2LRP232,POINT (91.8877774 24.8951941)
2751,3087,N2,231.793,LRP233,24.8956941,91.8959441,,KmPost,,link,854.0000000000134,1002751,,,Unknown,,N2LRP233,N2LRP233,POINT (91.8959441 24.8956941)
2752,3088,N2,231.999,LRP233a,24.8951941,91.897833,,Culvert,,bridge,205.99999999998886,1002752,,A,Unknown,2.0,N2LRP233a,N2LRP233,POINT (91.897833 24.8951941)
2753,3089,N2,232.724,LRP233b,24.8966108,91.9039444,,Culvert,,bridge,724.9999999999943,1002753,,B,Unknown,6.1,N2LRP233b,N2LRP233,POINT (91.9039444 24.8966108)
2754,3090,N2,232.888,LRP234,24.8965274,91.9055556,,KmPost,,link,164.0000000000157,1002754,,,Unknown,,N2LRP234,N2LRP234,POINT (91.9055556 24.8965274)
2755,3091,N2,233.873,LRP234a,24.9005,91.9141667,,Culvert,,bridge,984.9999999999852,1002755,,A,Unknown,2.0,N2LRP234a,N2LRP234,POINT (91.9141667 24.9005)
2756,3092,N2,233.893,LRP235,24.9006389,91.9144722,,KmPost,,link,20.000000000010232,1002756,,,Unknown,,N2LRP235,N2LRP235,POINT (91.9144722 24.9006389)
2757,3093,N2,234.883,LRP236,24.9055556,91.9226382,,KmPost,,link,990.0000000000091,1002757,,,Unknown,,N2LRP236,N2LRP236,POINT (91.9226382 24.9055556)
2758,3094,N2,235.123,LRP236a,24.9068333,91.9244993,,Culvert,,bridge,239.99999999998067,1002758,,A,Unknown,11.6,N2LRP236a,N2LRP236,POINT (91.9244993 24.9068333)
2759,3095,N2,235.773,LRP236b,24.9069444,91.930416,,Culvert,,bridge,650.0000000000057,1002759,,A,Unknown,11.6,N2LRP236b,N2LRP236,POINT (91.930416 24.9069444)
2760,3096,N2,235.883,LRP237,24.9101111,91.9311382,,KmPost,,link,110.00000000001364,1002760,,,Unknown,,N2LRP237,N2LRP237,POINT (91.9311382 24.9101111)
2761,3097,N2,236.563,LRP237a,24.9132778,91.9366108,BS,Bridge,,bridge,679.9999999999784,1002761,,A,Unknown,11.8,N2LRP237a,N2LRP237,POINT (91.9366108 24.9132778)
2762,3098,N2,236.573,LRP237b,24.9132778,91.9366941,BE,Bridge,,link,10.000000000019327,1002762,,,Unknown,,N2LRP237b,N2LRP237,POINT (91.9366941 24.9132778)
2763,3099,N2,236.883,LRP238,24.9139167,91.9396941,,KmPost,,link,310.0000000000023,1002763,,,Unknown,,N2LRP238,N2LRP238,POINT (91.9396941 24.9139167)
2764,3100,N2,237.447,LRP238a,24.9152222,91.947833,BS,Bridge,,bridge,563.999999999993,1002764,,B,Unknown,15.0,N2LRP238a,N2LRP238,POINT (91.947833 24.9152222)
2765,3101,N2,237.464,LRP238b,24.9152778,91.9479441,BE,Bridge,,link,16.999999999995907,1002765,,,Unknown,,N2LRP238b,N2LRP238,POINT (91.9479441 24.9152778)
2766,3102,N2,237.692,LRP238c,24.9157778,91.9473608,,Culvert,,bridge,228.00000000000864,1002766,,A,Unknown,3.0,N2LRP238c,N2LRP238,POINT (91.9473608 24.9157778)
2767,3103,N2,237.883,LRP239,24.91625,91.9494441,,KmPost,,link,191.0000000000025,1002767,,,Unknown,,N2LRP239,N2LRP239,POINT (91.9494441 24.91625)
2768,3104,N2,237.923,LRP239a,24.9163056,91.949583,,"SideRoad,Right",,link,39.99999999999204,1002768,,,Unknown,,N2LRP239a,N2LRP239,POINT (91.949583 24.9163056)
2769,3105,N2,238.883,LRP240,24.9196382,91.9583333,,KmPost,,link,960.000000000008,1002769,,,Unknown,,N2LRP240,N2LRP240,POINT (91.9583333 24.9196382)
2770,3106,N2,238.909,LRP240a,24.9197493,91.9585278,,Culvert,,bridge,25.999999999982037,1002770,,A,Unknown,14.4,N2LRP240a,N2LRP240,POINT (91.9585278 24.9197493)
2771,3107,N2,239.215,LRP240b,24.921166,91.9611389,,Culvert,,bridge,306.0000000000116,1002771,,A,Unknown,14.4,N2LRP240b,N2LRP240,POINT (91.9611389 24.921166)
2772,3108,N2,239.883,LRP241,24.9252493,91.966,,KmPost,,link,668.0000000000064,1002772,,,Unknown,,N2LRP241,N2LRP241,POINT (91.966 24.9252493)
2773,3109,N2,240.565,LRP241a,24.9294438,91.9708327,BS,Bridge,,bridge,681.999999999988,1002773,,B,Unknown,12.45,N2LRP241a,N2LRP241,POINT (91.9708327 24.9294438)
2774,3110,N2,240.582,LRP241b,24.9295549,91.9708327,BE,Bridge,,link,16.999999999995907,1002774,,,Unknown,,N2LRP241b,N2LRP241,POINT (91.9708327 24.9295549)
2775,3111,N2,240.787,LRP241c,24.9305827,91.9725549,,Culvert,,bridge,205.0000000000125,1002775,,A,Unknown,3.0,N2LRP241c,N2LRP241,POINT (91.9725549 24.9305827)
2776,3112,N2,240.883,LRP242,24.9310827,91.9734716,,KmPost,,link,96.00000000000364,1002776,,,Unknown,,N2LRP242,N2LRP242,POINT (91.9734716 24.9310827)
2777,3113,N2,241.54,LRP242a,24.9342219,91.9789716,,Culvert,,bridge,656.9999999999823,1002777,,A,Unknown,3.0,N2LRP242a,N2LRP242,POINT (91.9789716 24.9342219)
2778,3114,N2,241.883,LRP243,24.9359163,91.9818049,,KmPost,,link,343.00000000001774,1002778,,,Unknown,,N2LRP243,N2LRP243,POINT (91.9818049 24.9359163)
2779,3115,N2,242.112,LRP243a,24.9367497,91.9838886,BS,Bridge,,bridge,228.999999999985,1002779,,A,Unknown,6.0,N2LRP243a,N2LRP243,POINT (91.9838886 24.9367497)
2780,3116,N2,242.127,LRP243b,24.9368052,91.9840274,BE,Bridge,,link,15.00000000001478,1002780,,,Unknown,,N2LRP243b,N2LRP243,POINT (91.9840274 24.9368052)
2781,3117,N2,242.828,LRP243c,24.9389997,91.9905274,,Culvert,,bridge,700.9999999999934,1002781,,A,Unknown,6.0,N2LRP243c,N2LRP243,POINT (91.9905274 24.9389997)
2782,3118,N2,242.888,LRP244,24.9391663,91.9910274,,KmPost,,link,60.000000000002274,1002782,,,Unknown,,N2LRP244,N2LRP244,POINT (91.9910274 24.9391663)
2783,3119,N2,243.888,LRP245,24.9440552,91.9991108,,KmPost,,link,1000.0,1002783,,,Unknown,,N2LRP245,N2LRP245,POINT (91.9991108 24.9440552)
2784,3120,N2,244.601,LRP245a,24.9488608,92.0035833,,Culvert,,bridge,712.9999999999939,1002784,,A,Unknown,3.0,N2LRP245a,N2LRP245,POINT (92.0035833 24.9488608)
2785,3121,N2,244.928,LRP246,24.9508056,92.006,,KmPost,,link,326.9999999999982,1002785,,,Unknown,,N2LRP246,N2LRP246,POINT (92.006 24.9508056)
2786,3122,N2,245.111,LRP246a,24.9518611,92.0073333,BS,Bridge,,bridge,182.99999999999272,1002786,,A,Unknown,9.25,N2LRP246a,N2LRP246,POINT (92.0073333 24.9518611)
2787,3123,N2,245.123,LRP246b,24.9518889,92.0073889,BE,Bridge,,link,12.000000000000455,1002787,,,Unknown,,N2LRP246b,N2LRP246,POINT (92.0073889 24.9518889)
2788,3124,N2,245.764,LRP246c,24.9565278,92.0110278,,Culvert,,bridge,641.0000000000196,1002788,,A,Unknown,3.9,N2LRP246c,N2LRP246,POINT (92.0110278 24.9565278)
2789,3125,N2,245.938,LRP247,24.9578611,92.0119167,,KmPost,,link,173.99999999997817,1002789,,,Unknown,,N2LRP247,N2LRP247,POINT (92.0119167 24.9578611)
2790,3126,N2,245.967,LRP247a,24.9580556,92.0120278,,Culvert,,bridge,29.000000000024784,1002790,,A,Unknown,6.5,N2LRP247a,N2LRP247,POINT (92.0120278 24.9580556)
2791,3127,N2,246.916,LRP247b,24.96325,92.0188604,,Culvert,,bridge,948.9999999999839,1002791,,A,Unknown,6.5,N2LRP247b,N2LRP247,POINT (92.0188604 24.96325)
2792,3128,N2,246.948,LRP248,24.9632778,92.0192216,,KmPost,,link,32.00000000001069,1002792,,,Unknown,,N2LRP248,N2LRP248,POINT (92.0192216 24.9632778)
2793,3129,N2,247.479,LRP248a,24.9645278,92.024166,,Culvert,,bridge,531.0000000000059,1002793,,A,Unknown,9.0,N2LRP248a,N2LRP248,POINT (92.024166 24.9645278)
2794,3130,N2,247.948,LRP249,24.9681104,92.0266382,,KmPost,,link,468.9999999999941,1002794,,,Unknown,,N2LRP249,N2LRP249,POINT (92.0266382 24.9681104)
2795,3131,N2,248.806,LRP249a,24.972666,92.0328327,,Culvert,,bridge,858.0000000000041,1002795,,A,Unknown,6.85,N2LRP249a,N2LRP249,POINT (92.0328327 24.972666)
2796,3132,N2,248.953,LRP250,24.9737216,92.0339163,,KmPost,,link,146.99999999999136,1002796,,,Unknown,,N2LRP250,N2LRP250,POINT (92.0339163 24.9737216)
2797,3133,N2,249.134,LRP250a,24.9750271,92.0346663,,Culvert,,bridge,180.99999999998317,1002797,,A,Unknown,3.0,N2LRP250a,N2LRP250,POINT (92.0346663 24.9750271)
2798,3134,N2,249.953,LRP251,24.9820549,92.0371108,,KmPost,,link,819.0000000000168,1002798,,,Unknown,,N2LRP251,N2LRP251,POINT (92.0371108 24.9820549)
2799,3135,N2,250.105,LRP251a,24.9832216,92.037833,,Culvert,,bridge,151.9999999999868,1002799,,A,Unknown,4.5,N2LRP251a,N2LRP251,POINT (92.037833 24.9832216)
2800,3136,N2,250.953,LRP252,24.9893608,92.0419997,,KmPost,,link,848.0000000000132,1002800,,,Unknown,,N2LRP252,N2LRP252,POINT (92.0419997 24.9893608)
2801,3137,N2,250.991,LRP252a,24.989583,92.0422497,BS,Bridge,,bridge,38.000000000010914,1002801,,A,Unknown,91.2,N2LRP252a,N2LRP252,POINT (92.0422497 24.989583)
2802,3138,N2,251.09,LRP252b,24.9902219,92.0429163,BE,Bridge,,link,98.99999999998954,1002802,,,Unknown,,N2LRP252b,N2LRP252,POINT (92.0429163 24.9902219)
2803,3139,N2,251.973,LRP253,24.9969441,92.0471108,,KmPost,,link,883.0000000000098,1002803,,,Unknown,,N2LRP253,N2LRP253,POINT (92.0471108 24.9969441)
2804,3140,N2,252.53,LRP253a,25.0015833,92.0479719,BS,Bridge,,bridge,556.999999999988,1002804,,B,Unknown,82.0,N2LRP253a,N2LRP253,POINT (92.0479719 25.0015833)
2805,3141,N2,252.619,LRP253b,25.0022778,92.0482497,BE,Bridge,,link,88.99999999999864,1002805,,,Unknown,,N2LRP253b,N2LRP253,POINT (92.0482497 25.0022778)
2806,3142,N2,252.973,LRP254,25.0047778,92.0505556,,KmPost,,link,354.0000000000134,1002806,,,Unknown,,N2LRP254,N2LRP254,POINT (92.0505556 25.0047778)
2807,3143,N2,253.973,LRP255,25.0110556,92.0576944,,KmPost,,link,1000.0,1002807,,,Unknown,,N2LRP255,N2LRP255,POINT (92.0576944 25.0110556)
2808,3144,N2,254.476,LRP255a,25.0141111,92.0612778,BS,Bridge,,bridge,502.9999999999859,1002808,,B,Unknown,36.3,N2LRP255a,N2LRP255,POINT (92.0612778 25.0141111)
2809,3145,N2,254.514,LRP255b,25.0143333,92.0615,BE,Bridge,,link,38.000000000010914,1002809,,,Unknown,,N2LRP255b,N2LRP255,POINT (92.0615 25.0143333)
2810,3146,N2,254.973,LRP256,25.0175271,92.0644444,,KmPost,,link,459.0000000000032,1002810,,,Unknown,,N2LRP256,N2LRP256,POINT (92.0644444 25.0175271)
2811,3147,N2,255.978,LRP257,25.0253604,92.0693882,,KmPost,,link,1004.9999999999955,1002811,,,Unknown,,N2LRP257,N2LRP257,POINT (92.0693882 25.0253604)
2812,3148,N2,256.463,LRP257a,25.0290827,92.0718327,BS,Bridge,,bridge,485.00000000001364,1002812,,B,Unknown,37.0,N2LRP257a,N2LRP257,POINT (92.0718327 25.0290827)
2813,3149,N2,256.506,LRP257b,25.0293882,92.0720271,BE,Bridge,,link,42.99999999994952,1002813,,,Unknown,,N2LRP257b,N2LRP257,POINT (92.0720271 25.0293882)
2814,3150,N2,256.983,LRP258,25.0324438,92.0753049,,KmPost,,link,477.0000000000323,1002814,,,Unknown,,N2LRP258,N2LRP258,POINT (92.0753049 25.0324438)
2815,3151,N2,257.964,LRP258a,25.0372497,92.0833886,BS,Bridge,,bridge,980.9999999999945,1002815,,A,Unknown,55.8,N2LRP258a,N2LRP258,POINT (92.0833886 25.0372497)
2816,3152,N2,258.027,LRP258b,25.0375274,92.083833,BE,Bridge,,link,62.99999999998818,1002816,,,Unknown,,N2LRP258b,N2LRP258,POINT (92.083833 25.0375274)
