,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry
972,972,N1,383.188,LRP388b,21.4165,92.0353052,,Culvert,,bridge,449.0000000000123,1000972,,B,Unknown,1.3,N1LRP388b,N1LRP388,POINT (92.0353052 21.4165)
973,973,N1,383.37,LRP388c,21.4156389,92.0367219,,Culvert,,bridge,182.00000000001637,1000973,,C,Unknown,7.1,N1LRP388c,N1LRP388,POINT (92.0367219 21.4156389)
974,974,N1,383.505,LRP389,21.4150556,92.037833,,KmPost,,link,134.9999999999909,1000974,,,Unknown,,N1LRP389,N1LRP389,POINT (92.037833 21.4150556)
975,975,N1,383.74,LRP389a,21.4135833,92.0393886,,Culvert,,bridge,235.00000000001364,1000975,,A,Unknown,2.5,N1LRP389a,N1LRP389,POINT (92.0393886 21.4135833)
976,976,N1,384.107,LRP389b,21.4120556,92.039583,,Culvert,,bridge,367.00000000001864,1000976,,A,Unknown,1.3,N1LRP389b,N1LRP389,POINT (92.039583 21.4120556)
977,977,N1,384.279,LRP389c,21.4115,92.0438052,BS,Bridge,,bridge,171.99999999996862,1000977,,C,Unknown,2.2,N1LRP389c,N1LRP389,POINT (92.0438052 21.4115)
978,978,N1,384.327,LRP389d,21.4111667,92.0441108,BE,Bridge,,link,48.00000000000182,1000978,,,Unknown,,N1LRP389d,N1LRP389,POINT (92.0441108 21.4111667)
979,979,N1,384.49,LRP389e,21.4103056,92.0453052,,Culvert,,bridge,163.0000000000109,1000979,,A,Unknown,2.5,N1LRP389e,N1LRP389,POINT (92.0453052 21.4103056)
980,980,N1,384.547,LRP390,21.4101111,92.0458052,,KmPost,,link,57.00000000001637,1000980,,,Unknown,,N1LRP390,N1LRP390,POINT (92.0458052 21.4101111)
981,981,N1,384.79,LRP390a,21.41025,92.0480552,,Culvert,,bridge,242.999999999995,1000981,,A,Unknown,21.5,N1LRP390a,N1LRP390,POINT (92.0480552 21.41025)
982,982,N1,385.115,LRP390b,21.4103333,92.0508333,,Culvert,,bridge,324.99999999998863,1000982,,A,Unknown,21.5,N1LRP390b,N1LRP390,POINT (92.0508333 21.4103333)
983,983,N1,385.388,LRP390c,21.4094167,92.0531944,,Culvert,,bridge,272.9999999999677,1000983,,C,Unknown,11.3,N1LRP390c,N1LRP390,POINT (92.0531944 21.4094167)
984,984,N1,385.568,LRP391,21.4090833,92.05475,,KmPost,,link,180.00000000000682,1000984,,,Unknown,,N1LRP391,N1LRP391,POINT (92.05475 21.4090833)
985,985,N1,385.778,LRP391a,21.4079722,92.056,,Culvert,,bridge,210.00000000003638,1000985,,A,Unknown,14.1,N1LRP391a,N1LRP391,POINT (92.056 21.4079722)
986,986,N1,385.947,LRP391b,21.4067222,92.0570556,,Culvert,,bridge,168.99999999998272,1000986,,A,Unknown,14.1,N1LRP391b,N1LRP391,POINT (92.0570556 21.4067222)
987,987,N1,386.24,LRP391c,21.4058611,92.0594167,,Culvert,,bridge,293.00000000000637,1000987,,B,Unknown,2.3,N1LRP391c,N1LRP391,POINT (92.0594167 21.4058611)
988,988,N1,386.508,LRP392,21.4040556,92.0619722,,KmPost,,link,267.99999999997226,1000988,,,Unknown,,N1LRP392,N1LRP392,POINT (92.0619722 21.4040556)
989,989,N1,386.665,LRP392a,21.4039167,92.0628333,,Culvert,,bridge,157.0000000000391,1000989,,C,Unknown,24.1,N1LRP392a,N1LRP392,POINT (92.0628333 21.4039167)
990,990,N1,387.146,LRP392b,21.4008889,92.0658611,,Culvert,,bridge,480.99999999999454,1000990,,C,Unknown,24.1,N1LRP392b,N1LRP392,POINT (92.0658611 21.4008889)
991,991,N1,387.409,LRP392c,21.3986941,92.0665556,BS,Bridge,,bridge,262.9999999999768,1000991,,C,Unknown,24.1,N1LRP392c,N1LRP392,POINT (92.0665556 21.3986941)
992,992,N1,387.424,LRP392d,21.398583,92.0665833,BE,Bridge,,link,14.999999999986358,1000992,,,Unknown,,N1LRP392d,N1LRP392,POINT (92.0665833 21.398583)
993,993,N1,387.59,LRP392e,21.3971663,92.0668882,,Culvert,,bridge,165.99999999999682,1000993,,C,Unknown,24.1,N1LRP392e,N1LRP392,POINT (92.0668882 21.3971663)
994,994,N1,387.609,LRP393,21.3969719,92.066916,,KmPost,,link,19.000000000005457,1000994,,,Unknown,,N1LRP393,N1LRP393,POINT (92.066916 21.3969719)
995,995,N1,388.044,LRP393a,21.393333,92.068166,,Culvert,,bridge,435.0000000000023,1000995,,C,Unknown,45.6,N1LRP393a,N1LRP393,POINT (92.068166 21.393333)
996,996,N1,388.528,LRP393b,21.3891108,92.0686938,BS,Bridge,,bridge,484.0000000000373,1000996,,C,Unknown,45.6,N1LRP393b,N1LRP393,POINT (92.0686938 21.3891108)
997,997,N1,388.546,LRP393c,21.3889441,92.0688049,BE,Bridge,,link,17.99999999997226,1000997,,,Unknown,,N1LRP393c,N1LRP393,POINT (92.0688049 21.3889441)
998,998,N1,388.603,LRP394,21.3885274,92.0692771,,KmPost,,link,57.00000000001637,1000998,,,Unknown,,N1LRP394,N1LRP394,POINT (92.0692771 21.3885274)
999,999,N1,388.751,LRP394a,21.3873052,92.0697771,,Culvert,,bridge,147.9999999999677,1000999,,D,Unknown,11.2,N1LRP394a,N1LRP394,POINT (92.0697771 21.3873052)
1000,1000,N1,388.927,LRP394b,21.3858886,92.0704438,,Culvert,,bridge,176.00000000004457,1001000,,B,Unknown,1.3,N1LRP394b,N1LRP394,POINT (92.0704438 21.3858886)
1001,1001,N1,389.08,LRP394c,21.384583,92.0704993,,Culvert,,bridge,152.99999999996317,1001001,,B,Unknown,1.3,N1LRP394c,N1LRP394,POINT (92.0704993 21.384583)
1002,1002,N1,389.156,LRP394d,21.3839441,92.0705827,,Culvert,,bridge,76.00000000002183,1001002,,B,Unknown,1.3,N1LRP394d,N1LRP394,POINT (92.0705827 21.3839441)
1003,1003,N1,389.308,LRP394e,21.3826938,92.0710271,,Culvert,,bridge,151.9999999999868,1001003,,C,Unknown,49.3,N1LRP394e,N1LRP394,POINT (92.0710271 21.3826938)
1004,1004,N1,389.476,LRP394f,21.3813049,92.0710827,,Culvert,,bridge,168.00000000000637,1001004,,B,Unknown,1.3,N1LRP394f,N1LRP394,POINT (92.0710827 21.3813049)
1005,1005,N1,389.506,LRP394g,21.3811104,92.0710827,,Culvert,,bridge,29.999999999972715,1001005,,B,Unknown,1.3,N1LRP394g,N1LRP394,POINT (92.0710827 21.3811104)
1006,1006,N1,389.685,LRP395,21.3796104,92.0706104,,KmPost,,link,179.00000000003047,1001006,,,Unknown,,N1LRP395,N1LRP395,POINT (92.0706104 21.3796104)
1007,1007,N1,389.776,LRP395a,21.378916,92.0703327,,Culvert,,bridge,91.00000000000819,1001007,,B,Unknown,2.4,N1LRP395a,N1LRP395,POINT (92.0703327 21.378916)
1008,1008,N1,389.93,LRP395b,21.3775827,92.0703604,,Culvert,,bridge,153.99999999999636,1001008,,B,Unknown,2.4,N1LRP395b,N1LRP395,POINT (92.0703604 21.3775827)
1009,1009,N1,389.969,LRP395c,21.3773882,92.0706104,,Culvert,,bridge,38.99999999998727,1001009,,B,Unknown,2.4,N1LRP395c,N1LRP395,POINT (92.0706104 21.3773882)
1010,1010,N1,390.151,LRP395d,21.3762216,92.0718049,,Culvert,,bridge,182.00000000001637,1001010,,B,Unknown,2.4,N1LRP395d,N1LRP395,POINT (92.0718049 21.3762216)
1011,1011,N1,390.316,LRP395e,21.3752493,92.0727771,,Culvert,,bridge,164.99999999996362,1001011,,B,Unknown,2.4,N1LRP395e,N1LRP395,POINT (92.0727771 21.3752493)
1012,1012,N1,390.431,LRP395f,21.3747771,92.0734993,,Culvert,,bridge,115.0000000000091,1001012,,B,Unknown,2.4,N1LRP395f,N1LRP395,POINT (92.0734993 21.3747771)
1013,1013,N1,390.496,LRP395g,21.3745549,92.0739716,,Culvert,,bridge,64.99999999999773,1001013,,B,Unknown,2.4,N1LRP395g,N1LRP395,POINT (92.0739716 21.3745549)
1014,1014,N1,390.669,LRP395h,21.3742493,92.0755271,,Culvert,,bridge,173.00000000000182,1001014,,B,Unknown,2.4,N1LRP395h,N1LRP395,POINT (92.0755271 21.3742493)
1015,1015,N1,390.685,LRP396,21.3742493,92.0756938,,KmPost,,link,16.000000000019554,1001015,,,Unknown,,N1LRP396,N1LRP396,POINT (92.0756938 21.3742493)
1016,1016,N1,390.843,LRP396a,21.3736938,92.0768327,,Culvert,,bridge,158.00000000001546,1001016,,C,Unknown,2.3,N1LRP396a,N1LRP396,POINT (92.0768327 21.3736938)
1017,1017,N1,390.926,LRP396b,21.3731938,92.0773327,,Culvert,,bridge,82.99999999996999,1001017,,D,Unknown,61.3,N1LRP396b,N1LRP396,POINT (92.0773327 21.3731938)
1018,1018,N1,391.155,LRP396c,21.3714993,92.0785549,,Culvert,,bridge,228.999999999985,1001018,,C,Unknown,2.3,N1LRP396c,N1LRP396,POINT (92.0785549 21.3714993)
1019,1019,N1,391.361,LRP396d,21.3698327,92.0796104,,Culvert,,bridge,206.00000000001728,1001019,,C,Unknown,2.3,N1LRP396d,N1LRP396,POINT (92.0796104 21.3698327)
1020,1020,N1,391.623,LRP396e,21.3678882,92.0803327,,Culvert,,bridge,262.00000000000045,1001020,,C,Unknown,2.3,N1LRP396e,N1LRP396,POINT (92.0803327 21.3678882)
1021,1021,N1,391.757,LRP396f,21.3669438,92.0807771,,Culvert,,bridge,134.00000000001455,1001021,,C,Unknown,2.3,N1LRP396f,N1LRP396,POINT (92.0807771 21.3669438)
1022,1022,N1,391.841,LRP397,21.3662778,92.0810549,,KmPost,,link,84.00000000000318,1001022,,,Unknown,,N1LRP397,N1LRP397,POINT (92.0810549 21.3662778)
1023,1023,N1,391.905,LRP397a,21.3657222,92.0812771,,Culvert,,link,63.99999999996453,1001023,,,Unknown,,N1LRP397a,N1LRP397,POINT (92.0812771 21.3657222)
1024,1024,N1,392.056,LRP397b,21.3644167,92.081416,,Culvert,,link,151.00000000001046,1001024,,,Unknown,,N1LRP397b,N1LRP397,POINT (92.081416 21.3644167)
1025,1025,N1,392.397,LRP397c,21.3615,92.0806382,,Culvert,,link,341.0000000000082,1001025,,,Unknown,,N1LRP397c,N1LRP397,POINT (92.0806382 21.3615)
1026,1026,N1,392.825,LRP397d,21.3580833,92.0790271,,Culvert,,link,427.99999999999727,1001026,,,Unknown,,N1LRP397d,N1LRP397,POINT (92.0790271 21.3580833)
1027,1027,N1,392.869,LRP398,21.35775,92.0790271,,KmPost,,link,44.00000000003956,1001027,,,Unknown,,N1LRP398,N1LRP398,POINT (92.0790271 21.35775)
1028,1028,N1,392.933,LRP398a,21.3571944,92.0791104,,Culvert,,bridge,63.99999999996453,1001028,,A,Unknown,14.1,N1LRP398a,N1LRP398,POINT (92.0791104 21.3571944)
1029,1029,N1,393.029,LRP398b,21.3563333,92.0790827,,Culvert,,bridge,96.00000000000364,1001029,,B,Unknown,11.0,N1LRP398b,N1LRP398,POINT (92.0790827 21.3563333)
1030,1030,N1,393.154,LRP398c,21.35525,92.0790827,,Culvert,,bridge,125.0,1001030,,A,Unknown,14.1,N1LRP398c,N1LRP398,POINT (92.0790827 21.35525)
1031,1031,N1,393.459,LRP398d,21.3526667,92.0783327,,Culvert,,bridge,305.0000000000068,1001031,,A,Unknown,10.3,N1LRP398d,N1LRP398,POINT (92.0783327 21.3526667)
1032,1032,N1,393.876,LRP399,21.3490552,92.0784716,,KmPost,,link,416.99999999997317,1001032,,,Unknown,,N1LRP399,N1LRP399,POINT (92.0784716 21.3490552)
1033,1033,N1,394.188,LRP399a,21.3463608,92.0790271,BS,Bridge,,link,312.0000000000118,1001033,,,Unknown,,N1LRP399a,N1LRP399,POINT (92.0790271 21.3463608)
1034,1034,N1,394.214,LRP399b,21.3461386,92.0789993,BE,Bridge,,link,26.00000000001046,1001034,,,Unknown,,N1LRP399b,N1LRP399,POINT (92.0789993 21.3461386)
1035,1035,N1,394.749,LRP399c,21.3414997,92.0788327,,Culvert,,link,535.000000000025,1001035,,,Unknown,,N1LRP399c,N1LRP399,POINT (92.0788327 21.3414997)
1036,1036,N1,394.872,LRP400,21.3404997,92.0784993,,KmPost,,link,122.99999999999045,1001036,,,Unknown,,N1LRP400,N1LRP400,POINT (92.0784993 21.3404997)
1037,1037,N1,395.14,LRP400a,21.3381941,92.078916,,Culvert,,bridge,267.99999999997226,1001037,,A,Unknown,14.0,N1LRP400a,N1LRP400,POINT (92.078916 21.3381941)
1038,1038,N1,395.797,LRP400b,21.3324716,92.0790827,,Culvert,,bridge,657.0000000000391,1001038,,A,Unknown,23.5,N1LRP400b,N1LRP400,POINT (92.0790827 21.3324716)
1039,1039,N1,395.961,LRP401,21.3311104,92.0788604,,KmPost,,link,163.99999999998727,1001039,,,Unknown,,N1LRP401,N1LRP401,POINT (92.0788604 21.3311104)
1040,1040,N1,396.119,LRP401a,21.3297771,92.0787771,BS,Bridge,,bridge,158.00000000001546,1001040,,C,Unknown,50.6,N1LRP401a,N1LRP401,POINT (92.0787771 21.3297771)
1041,1041,N1,396.151,LRP401b,21.3295271,92.0789438,BE,Bridge,,link,31.999999999982265,1001041,,,Unknown,,N1LRP401b,N1LRP401,POINT (92.0789438 21.3295271)
1042,1042,N1,396.98,LRP402,21.324666,92.084583,,KmPost,,link,829.0000000000077,1001042,,,Unknown,,N1LRP402,N1LRP402,POINT (92.084583 21.324666)
1043,1043,N1,397.086,LRP402a,21.3241104,92.085333,BS,Bridge,,bridge,105.99999999999454,1001043,,C,Unknown,6.6,N1LRP402a,N1LRP402,POINT (92.085333 21.3241104)
1044,1044,N1,397.141,LRP402b,21.3238049,92.0857219,BE,Bridge,,link,55.00000000000682,1001044,,,Unknown,,N1LRP402b,N1LRP402,POINT (92.0857219 21.3238049)
1045,1045,N1,397.651,LRP402c,21.3207493,92.0893052,,Culvert,,bridge,509.9999999999909,1001045,,A,Unknown,17.0,N1LRP402c,N1LRP402,POINT (92.0893052 21.3207493)
1046,1046,N1,397.988,LRP403,21.3187493,92.0916108,,KmPost,,link,336.9999999999891,1001046,,,Unknown,,N1LRP403,N1LRP403,POINT (92.0916108 21.3187493)
1047,1047,N1,398.103,LRP403a,21.3179438,92.0921663,BS,Bridge,,bridge,115.0000000000091,1001047,,A,Unknown,2.4,N1LRP403a,N1LRP403,POINT (92.0921663 21.3179438)
1048,1048,N1,398.123,LRP403b,21.3177771,92.0922497,BE,Bridge,,link,19.99999999998181,1001048,,,Unknown,,N1LRP403b,N1LRP403,POINT (92.0922497 21.3177771)
1049,1049,N1,398.205,LRP403c,21.317666,92.0930274,,"SideRoad,Left",,link,81.99999999999363,1001049,,,Unknown,,N1LRP403c,N1LRP403,POINT (92.0930274 21.317666)
1050,1050,N1,398.918,LRP403d,21.3125,92.096333,BS,Bridge,,bridge,713.0000000000223,1001050,,C,Unknown,8.5,N1LRP403d,N1LRP403,POINT (92.096333 21.3125)
1051,1051,N1,398.97,LRP403e,21.3121944,92.0966941,BE,Bridge,,link,52.00000000002092,1001051,,,Unknown,,N1LRP403e,N1LRP403,POINT (92.0966941 21.3121944)
1052,1052,N1,398.994,LRP404,21.3120278,92.0969163,,KmPost,,link,24.00000000000091,1001052,,,Unknown,,N1LRP404,N1LRP404,POINT (92.0969163 21.3120278)
1053,1053,N1,399.214,LRP404a,21.3101667,92.0974997,,"SideRoad,Left",,link,219.99999999997044,1001053,,,Unknown,,N1LRP404a,N1LRP404,POINT (92.0974997 21.3101667)
1054,1054,N1,399.974,LRP404b,21.3039722,92.0967497,,Culvert,,bridge,759.9999999999909,1001054,,B,Unknown,20.7,N1LRP404b,N1LRP404,POINT (92.0967497 21.3039722)
1055,1055,N1,399.997,LRP405,21.3037778,92.0968052,,KmPost,,link,23.000000000024556,1001055,,,Unknown,,N1LRP405,N1LRP405,POINT (92.0968052 21.3037778)
1056,1056,N1,400.552,LRP405a,21.2989441,92.0976108,,Culvert,,link,555.0000000000068,1001056,,,Unknown,,N1LRP405a,N1LRP405,POINT (92.0976108 21.2989441)
1057,1057,N1,400.978,LRP405b,21.2956386,92.0993886,BS,Bridge,,link,425.9999999999877,1001057,,,Unknown,,N1LRP405b,N1LRP405,POINT (92.0993886 21.2956386)
1058,1058,N1,401.052,LRP405c,21.2949997,92.0993886,BE,Bridge,,link,74.00000000001228,1001058,,,Unknown,,N1LRP405c,N1LRP405,POINT (92.0993886 21.2949997)
1059,1059,N1,401.06,LRP406,21.2949163,92.0994163,,KmPost,,link,7.999999999981355,1001059,,,Unknown,,N1LRP406,N1LRP406,POINT (92.0994163 21.2949163)
1060,1060,N1,402.024,LRP407,21.2863608,92.1001667,,KmPost,,link,963.9999999999986,1001060,,,Unknown,,N1LRP407,N1LRP407,POINT (92.1001667 21.2863608)
1061,1061,N1,402.299,LRP407a,21.2839441,92.1005278,,Culvert,,link,274.99999999997726,1001061,,,Unknown,,N1LRP407a,N1LRP407,POINT (92.1005278 21.2839441)
1062,1062,N1,402.435,LRP407b,21.282777512080536,92.10067986442952,BS,Bridge,,link,136.0000000000241,1001062,,,Unknown,,N1LRP407b,N1LRP407,POINT (92.10067986442952 21.282777512080536)
1063,1063,N1,402.448,LRP407c,21.282666,92.1006944,BE,Bridge,,link,12.999999999976808,1001063,,,Unknown,,N1LRP407c,N1LRP407,POINT (92.1006944 21.282666)
1064,1064,N1,402.876,LRP407d,21.2790827,92.1019722,,Culvert,,link,427.99999999999727,1001064,,,Unknown,,N1LRP407d,N1LRP407,POINT (92.1019722 21.2790827)
1065,1065,N1,403.044,LRP408,21.277666,92.1026111,,KmPost,,link,168.00000000000637,1001065,,,Unknown,,N1LRP408,N1LRP408,POINT (92.1026111 21.277666)
1066,1066,N1,404.04,LRP409,21.2695827,92.1066111,,KmPost,,link,996.0000000000377,1001066,,,Unknown,,N1LRP409,N1LRP409,POINT (92.1066111 21.2695827)
1067,1067,N1,404.055,LRP409a,21.2694716,92.1066667,,Culvert,,bridge,14.999999999986358,1001067,,B,Unknown,2.2,N1LRP409a,N1LRP409,POINT (92.1066667 21.2694716)
1068,1068,N1,404.347,LRP409b,21.2678604,92.1088333,BS,Bridge,,bridge,291.99999999997317,1001068,,C,Unknown,10.9,N1LRP409b,N1LRP409,POINT (92.1088333 21.2678604)
1069,1069,N1,404.373,LRP409c,21.2677493,92.109,BE,Bridge,,link,26.00000000001046,1001069,,,Unknown,,N1LRP409c,N1LRP409,POINT (92.109 21.2677493)
1070,1070,N1,404.954,LRP409d,21.2646111,92.1134444,,Culvert,,bridge,581.0000000000173,1001070,,C,Unknown,2.1,N1LRP409d,N1LRP409,POINT (92.1134444 21.2646111)
1071,1071,N1,405.044,LRP410,21.2641111,92.1140833,,KmPost,,link,89.99999999997499,1001071,,,Unknown,,N1LRP410,N1LRP410,POINT (92.1140833 21.2641111)
1072,1072,N1,405.058,LRP410a,21.2639722,92.1141944,BS,Bridge,,bridge,14.000000000010004,1001072,,A,Unknown,2.0,N1LRP410a,N1LRP410,POINT (92.1141944 21.2639722)
1073,1073,N1,405.103,LRP410b,21.2637222,92.1144722,BE,Bridge,,link,45.000000000015916,1001073,,,Unknown,,N1LRP410b,N1LRP410,POINT (92.1144722 21.2637222)
1074,1074,N1,405.337,LRP410c,21.2623611,92.1161667,BS,Bridge,,bridge,233.99999999998045,1001074,,A,Unknown,2.2,N1LRP410c,N1LRP410,POINT (92.1161667 21.2623611)
1075,1075,N1,405.355,LRP410d,21.26225,92.1163056,BE,Bridge,,link,18.000000000029104,1001075,,,Unknown,,N1LRP410d,N1LRP410,POINT (92.1163056 21.26225)
1076,1076,N1,406.07,LRP411,21.2580278,92.1214438,,KmPost,,link,714.999999999975,1001076,,,Unknown,,N1LRP411,N1LRP411,POINT (92.1214438 21.2580278)
1077,1077,N1,406.294,LRP411a,21.2565556,92.122916,BS,Bridge,,bridge,223.99999999998954,1001077,,A,Unknown,6.4,N1LRP411a,N1LRP411,POINT (92.122916 21.2565556)
1078,1078,N1,406.307,LRP411b,21.2565,92.1229716,BE,Bridge,,link,13.000000000033651,1001078,,,Unknown,,N1LRP411b,N1LRP411,POINT (92.1229716 21.2565)
1079,1079,N1,406.546,LRP411c,21.2550278,92.1245827,,Culvert,,bridge,238.9999999999759,1001079,,A,Unknown,6.4,N1LRP411c,N1LRP411,POINT (92.1245827 21.2550278)
1080,1080,N1,406.796,LRP411d,21.2537778,92.1266382,,Culvert,,bridge,250.0,1001080,,A,Unknown,6.4,N1LRP411d,N1LRP411,POINT (92.1266382 21.2537778)
1081,1081,N1,407.072,LRP412,21.2521944,92.1286104,,KmPost,,link,276.00000000001046,1001081,,,Unknown,,N1LRP412,N1LRP412,POINT (92.1286104 21.2521944)
1082,1082,N1,407.089,LRP412a,21.2521111,92.1287493,,Culvert,,bridge,16.999999999995907,1001082,,A,Unknown,3.1,N1LRP412a,N1LRP412,POINT (92.1287493 21.2521111)
1083,1083,N1,407.209,LRP412b,21.2504722,92.1307493,BS,Bridge,,bridge,120.00000000000455,1001083,,A,Unknown,39.3,N1LRP412b,N1LRP412,POINT (92.1307493 21.2504722)
1084,1084,N1,407.299,LRP412c,21.2504167,92.1307493,BE,Bridge,,link,89.99999999997499,1001084,,,Unknown,,N1LRP412c,N1LRP412,POINT (92.1307493 21.2504167)
1085,1085,N1,408.08,LRP412d,21.248083,92.1341108,BS,Bridge,,bridge,781.0000000000059,1001085,,A,Unknown,3.0,N1LRP412d,N1LRP412,POINT (92.1341108 21.248083)
1086,1086,N1,408.093,LRP412e,21.2479997,92.1342219,BE,Bridge,,link,13.000000000033651,1001086,,,Unknown,,N1LRP412e,N1LRP412,POINT (92.1342219 21.2479997)
1087,1087,N1,408.134,LRP413,21.2462219,92.1364719,,KmPost,,link,40.99999999999682,1001087,,,Unknown,,N1LRP413,N1LRP413,POINT (92.1364719 21.2462219)
1088,1088,N1,408.434,LRP413a,21.2447497,92.1389441,,"SideRoad,Left",,link,300.00000000001137,1001088,,,Unknown,,N1LRP413a,N1LRP413,POINT (92.1389441 21.2447497)
1089,1089,N1,408.817,LRP413b,21.242333,92.1413608,BS,Bridge,,bridge,382.99999999998136,1001089,,D,Unknown,15.4,N1LRP413b,N1LRP413,POINT (92.1413608 21.242333)
1090,1090,N1,408.839,LRP413c,21.2422219,92.1415552,BE,Bridge,,link,21.99999999999136,1001090,,,Unknown,,N1LRP413c,N1LRP413,POINT (92.1415552 21.2422219)
1091,1091,N1,409.141,LRP414,21.2412497,92.1440552,,KmPost,,link,302.0000000000209,1001091,,,Unknown,,N1LRP414,N1LRP414,POINT (92.1440552 21.2412497)
1092,1092,N1,410.121,LRP415,21.2357774,92.1511667,,KmPost,,link,979.9999999999613,1001092,,,Unknown,,N1LRP415,N1LRP415,POINT (92.1511667 21.2357774)
1093,1093,N1,411.119,LRP416,21.236333,92.1586667,,KmPost,,link,998.0000000000473,1001093,,,Unknown,,N1LRP416,N1LRP416,POINT (92.1586667 21.236333)
1094,1094,N1,412.129,LRP417,21.2283604,92.1617222,,KmPost,,link,1009.9999999999909,1001094,,,Unknown,,N1LRP417,N1LRP417,POINT (92.1617222 21.2283604)
1095,1095,N1,412.394,LRP417a,21.2261382,92.1611667,,Culvert,,bridge,264.99999999998636,1001095,,C,Unknown,3.0,N1LRP417a,N1LRP417,POINT (92.1611667 21.2261382)
1096,1096,N1,412.603,LRP417b,21.2243327,92.1614444,,Culvert,,bridge,209.00000000000318,1001096,,A,Unknown,4.6,N1LRP417b,N1LRP417,POINT (92.1614444 21.2243327)
1097,1097,N1,413.131,LRP418,21.2198049,92.1618611,,KmPost,,link,527.9999999999632,1001097,,,Unknown,,N1LRP418,N1LRP418,POINT (92.1618611 21.2198049)
1098,1098,N1,413.531,LRP418a,21.2165556,92.1626944,,Culvert,,bridge,400.0000000000341,1001098,,C,Unknown,9.4,N1LRP418a,N1LRP418,POINT (92.1626944 21.2165556)
1099,1099,N1,413.834,LRP418b,21.2152778,92.1649722,,Culvert,,bridge,302.99999999999727,1001099,,C,Unknown,15.2,N1LRP418b,N1LRP418,POINT (92.1649722 21.2152778)
1100,1100,N1,414.03,LRP418c,21.2142778,92.166666,,Culvert,,bridge,195.99999999996953,1001100,,C,Unknown,9.4,N1LRP418c,N1LRP418,POINT (92.166666 21.2142778)
1101,1101,N1,414.136,LRP419,21.21375,92.1674438,,KmPost,,link,106.00000000005139,1001101,,,Unknown,,N1LRP419,N1LRP419,POINT (92.1674438 21.21375)
1102,1102,N1,414.264,LRP419a,21.2127222,92.1678882,,Culvert,,bridge,127.9999999999859,1001102,,A,Unknown,57.6,N1LRP419a,N1LRP419,POINT (92.1678882 21.2127222)
1103,1103,N1,414.508,LRP419b,21.2105833,92.1681382,,Culvert,,bridge,243.99999999997135,1001103,,A,Unknown,57.6,N1LRP419b,N1LRP419,POINT (92.1681382 21.2105833)
1104,1104,N1,414.608,LRP419c,21.2096944,92.168416,,Culvert,,bridge,100.00000000002274,1001104,,B,Unknown,3.3,N1LRP419c,N1LRP419,POINT (92.168416 21.2096944)
1105,1105,N1,415.144,LRP420,21.2056389,92.1703327,,KmPost,,link,536.0000000000014,1001105,,,Unknown,,N1LRP420,N1LRP420,POINT (92.1703327 21.2056389)
1106,1106,N1,415.671,LRP420a,21.2011389,92.170416,,Culvert,,bridge,526.9999999999868,1001106,,C,Unknown,15.4,N1LRP420a,N1LRP420,POINT (92.170416 21.2011389)
1107,1107,N1,415.919,LRP420b,21.1989997,92.1703604,,Culvert,,bridge,247.99999999999045,1001107,,A,Unknown,3.3,N1LRP420b,N1LRP420,POINT (92.1703604 21.1989997)
1108,1108,N1,416.044,LRP420c,21.1977219,92.1705549,,"SideRoad,Left",,link,125.0,1001108,,,Unknown,,N1LRP420c,N1LRP420,POINT (92.1705549 21.1977219)
1109,1109,N1,416.157,LRP421,21.1969441,92.1707493,,KmPost,,link,112.99999999999955,1001109,,,Unknown,,N1LRP421,N1LRP421,POINT (92.1707493 21.1969441)
1110,1110,N1,416.204,LRP421a,21.1965552,92.1708604,,Culvert,,bridge,47.000000000025466,1001110,,D,Unknown,12.3,N1LRP421a,N1LRP421,POINT (92.1708604 21.1965552)
1111,1111,N1,416.688,LRP421b,21.1925552,92.1697216,BS,Bridge,,bridge,483.99999999998045,1001111,,A,Unknown,4.8,N1LRP421b,N1LRP421,POINT (92.1697216 21.1925552)
1112,1112,N1,416.73,LRP421c,21.1923052,92.1695271,BE,Bridge,,link,42.00000000003001,1001112,,,Unknown,,N1LRP421c,N1LRP421,POINT (92.1695271 21.1923052)
1113,1113,N1,416.991,LRP421d,21.1906108,92.167916,,Culvert,,bridge,260.99999999996726,1001113,,B,Unknown,15.2,N1LRP421d,N1LRP421,POINT (92.167916 21.1906108)
1114,1114,N1,417.164,LRP422,21.1897497,92.166666,,KmPost,,link,173.00000000000182,1001114,,,Unknown,,N1LRP422,N1LRP422,POINT (92.166666 21.1897497)
1115,1115,N1,417.621,LRP422a,21.1866386,92.1638056,,Culvert,,bridge,456.99999999999363,1001115,,C,Unknown,1.3,N1LRP422a,N1LRP422,POINT (92.1638056 21.1866386)
1116,1116,N1,417.934,LRP422b,21.1859441,92.1610833,BS,Bridge,,bridge,313.000000000045,1001116,,A,Unknown,3.3,N1LRP422b,N1LRP422,POINT (92.1610833 21.1859441)
1117,1117,N1,417.957,LRP422c,21.185833,92.1609167,BE,Bridge,,link,22.999999999967713,1001117,,,Unknown,,N1LRP422c,N1LRP422,POINT (92.1609167 21.185833)
1118,1118,N1,418.19,LRP423,21.1843052,92.1594167,,KmPost,,link,233.0000000000041,1001118,,,Unknown,,N1LRP423,N1LRP423,POINT (92.1594167 21.1843052)
