,road,lrp,id,lat,lon,condition,bridge_length,Truck number,Truck percentage
18872,R820,LRP070,1018594,23.5352774,90.284583,NaN,NaN,427.0,0.1348704990524321
18873,R820,LRP070a,1018595,23.5363886,90.2854441,C,53.2,427.0,0.1348704990524321
18874,R820,LRP070b,1018596,23.536583,90.2858886,NaN,NaN,427.0,0.1348704990524321
18875,R820,LRP071,1018597,23.5412774,90.2918608,NaN,NaN,427.0,0.1348704990524321
18876,R820,LRPE,1008611,23.5429719,90.2959163,NaN,NaN,427.0,0.1348704990524321
18877,R850,LRPS,1008740,23.227166,90.0198882,NaN,NaN,783.0,0.24241486068111456
18878,R850,LRPSa,1018600,23.229166,90.0198049,NaN,NaN,783.0,0.24241486068111456
18879,R850,LRP001,1018601,23.2295827,90.0190549,NaN,NaN,783.0,0.24241486068111456
18880,R850,LRP002,1018602,23.2335552,90.0106111,NaN,NaN,783.0,0.24241486068111456
18881,R850,LRP002a,1018603,23.2336663,90.0101667,C,4.1,783.0,0.24241486068111456
18882,R850,LRP003,1018604,23.2306938,90.0020833,NaN,NaN,783.0,0.24241486068111456
18883,R850,LRP004,1018605,23.2262493,89.9935552,NaN,NaN,783.0,0.24241486068111456
18884,R850,LRP005,1018606,23.221916,89.9849997,NaN,NaN,783.0,0.24241486068111456
18885,R850,LRP006,1018607,23.2184993,89.9760271,NaN,NaN,783.0,0.24241486068111456
18886,R850,LRP006a,1018608,23.2178882,89.9739438,A,10.24,783.0,0.24241486068111456
18887,R850,LRP007,1018609,23.2135833,89.9692493,NaN,NaN,783.0,0.24241486068111456
18888,R850,LRP007a,1018610,23.2108611,89.9679993,C,7.5,783.0,0.24241486068111456
18889,R850,LRP008,1018611,23.2053889,89.9640278,NaN,NaN,783.0,0.24241486068111456
18890,R850,LRP009,1018612,23.197083,89.9601944,NaN,NaN,783.0,0.24241486068111456
18891,R850,LRP010,1018613,23.188833,89.95625,NaN,NaN,783.0,0.24241486068111456
18892,R850,LRP010a,1018614,23.1883052,89.9558889,B,4.0,783.0,0.24241486068111456
18893,R850,LRP010b,1018615,23.1813604,89.9521111,A,10.24,783.0,0.24241486068111456
18894,R850,LRP011,1018616,23.1808882,89.9516944,NaN,NaN,783.0,0.24241486068111456
18895,R850,LRP012,1018617,23.1732493,89.9471663,NaN,NaN,783.0,0.24241486068111456
18896,R850,LRP013,1018618,23.1647778,89.9428886,NaN,NaN,783.0,0.24241486068111456
18897,R850,LRP013a,1018619,23.1636111,89.9422497,B,10.28,783.0,0.24241486068111456
18898,R850,LRP013b,1018620,23.1581389,89.9384441,A,10.24,783.0,0.24241486068111456
18899,R850,LRP014,1018621,23.1571389,89.938083,NaN,NaN,783.0,0.24241486068111456
18900,R850,LRP015,1018622,23.151,89.9317216,NaN,NaN,783.0,0.24241486068111456
18901,R850,LRP016,1018623,23.1439441,89.9256938,NaN,NaN,783.0,0.24241486068111456
18902,R850,LRP017,1018624,23.1364997,89.9207493,NaN,NaN,783.0,0.24241486068111456
18903,R850,LRP017a,1018625,23.1361108,89.9200827,NaN,NaN,783.0,0.24241486068111456
18904,R850,LRP018,1018626,23.1305827,89.9133889,NaN,NaN,783.0,0.24241486068111456
18905,R850,LRP019,1018627,23.1238327,89.9068889,NaN,NaN,783.0,0.24241486068111456
18906,R850,LRP019a,1018628,23.1190827,89.9038333,B,14.55,783.0,0.24241486068111456
18907,R850,LRP019b,1018629,23.1188327,89.9033333,NaN,NaN,587.0,0.2113791861721282
18908,R850,LRP020,1018630,23.1170549,89.9013333,NaN,NaN,587.0,0.2113791861721282
18909,R850,LRP021,1018631,23.1109722,89.8936663,NaN,NaN,587.0,0.2113791861721282
18910,R850,LRP022,1018632,23.1040278,89.8880274,NaN,NaN,587.0,0.2113791861721282
18911,R850,LRP022a,1018633,23.0980552,89.8847219,C,6.42,587.0,0.2113791861721282
18912,R850,LRP023,1018634,23.0972774,89.884083,NaN,NaN,587.0,0.2113791861721282
18913,R850,LRP024,1018635,23.0921386,89.8747216,NaN,NaN,587.0,0.2113791861721282
18914,R850,LRP025,1018636,23.0859163,89.8678049,NaN,NaN,587.0,0.2113791861721282
18915,R850,LRP026,1018637,23.079916,89.8605833,NaN,NaN,587.0,0.2113791861721282
18916,R850,LRP027,1018638,23.0735549,89.8536389,NaN,NaN,587.0,0.2113791861721282
18917,R850,LRP028,1018639,23.0691104,89.8460274,NaN,NaN,587.0,0.2113791861721282
18918,R850,LRP028a,1018640,23.0637778,89.8395552,A,14.4,587.0,0.2113791861721282
18919,R850,LRP028b,1018641,23.0637222,89.8394163,NaN,NaN,587.0,0.2113791861721282
18920,R850,LRP029,1018642,23.0633056,89.8388608,NaN,NaN,587.0,0.2113791861721282
18921,R850,LRP030,1018643,23.059,89.8307493,NaN,NaN,587.0,0.2113791861721282
18922,R850,LRP031,1018644,23.0557778,89.8218604,NaN,NaN,587.0,0.2113791861721282
18923,R850,LRP032,1018645,23.048833,89.8160833,NaN,NaN,587.0,0.2113791861721282
18924,R850,LRP033,1018646,23.0406663,89.818416,NaN,NaN,587.0,0.2113791861721282
18925,R850,LRP034,1018647,23.0317216,89.8189993,NaN,NaN,587.0,0.2113791861721282
18926,R850,LRP034a,1018648,23.0313049,89.8188604,NaN,NaN,587.0,0.2113791861721282
18927,R850,LRP034b,1018649,23.0298604,89.8236104,A,6.8,587.0,0.2113791861721282
18928,R850,LRP035,1018650,23.0287216,89.8275549,NaN,NaN,587.0,0.2113791861721282
18929,R850,LRP035a,1018651,23.0278327,89.8287216,NaN,NaN,587.0,0.2113791861721282
18930,R850,LRP035b,1018652,23.0263327,89.8349163,NaN,NaN,587.0,0.2113791861721282
18931,R850,LRP035b,1018652,23.0263327,89.8349163,NaN,NaN,587.0,0.2113791861721282
18932,R850,LRP036,1018653,23.0245271,89.8344163,NaN,NaN,587.0,0.2113791861721282
18933,R850,LRP036a,1018654,23.0163889,89.8353886,A,13.3,587.0,0.2113791861721282
18934,R850,LRP037,1018655,23.0163333,89.835333,NaN,NaN,587.0,0.2113791861721282
18935,R850,LRP037a,1018656,23.0175827,89.8358052,NaN,NaN,587.0,0.2113791861721282
18936,R850,LRP037b,1018657,23.0146111,89.8335552,C,3.6,587.0,0.2113791861721282
18937,R850,LRP038,1018658,23.00975,89.8292493,NaN,NaN,587.0,0.2113791861721282
18938,R850,LRP039,1018659,23.0057222,89.8264716,NaN,NaN,587.0,0.2113791861721282
18939,R850,LRP039a,1018660,22.997083,89.8151111,NaN,NaN,587.0,0.2113791861721282
18940,R850,LRP040,1018661,22.9974719,89.8153611,NaN,NaN,587.0,0.2113791861721282
18941,R850,LRP040a,1018662,22.9971386,89.8151944,NaN,NaN,587.0,0.2113791861721282
18942,R850,LRP040b,1018663,22.9907497,89.8146667,A,10.24,587.0,0.2113791861721282
18943,R850,LRP041,1018664,22.9885274,89.8139444,NaN,NaN,587.0,0.2113791861721282
18944,R850,LRP041a,1018665,22.9837774,89.8114722,A,10.24,587.0,0.2113791861721282
18945,R850,LRP042,1018666,22.9808604,89.80925,NaN,NaN,587.0,0.2113791861721282
18946,R850,LRP043,1018667,22.9723882,89.8124444,NaN,NaN,587.0,0.2113791861721282
18947,R850,LRP043a,1018668,22.9660833,89.8154167,A,10.24,587.0,0.2113791861721282
18948,R850,LRP044,1018669,22.9641111,89.8163889,NaN,NaN,587.0,0.2113791861721282
18949,R850,LRP044a,1018670,22.957,89.8198882,A,6.8,587.0,0.2113791861721282
18950,R850,LRP045,1018671,22.9558611,89.8205271,NaN,NaN,587.0,0.2113791861721282
18951,R850,LRP045a,1018672,22.9553889,89.820666,A,10.24,587.0,0.2113791861721282
18952,R850,LRPE,1009378,22.9526389,89.8216382,NaN,NaN,587.0,0.2113791861721282
18953,R851,LRPS,1018656,23.0175827,89.8358052,NaN,NaN,783.0,0.24241486068111456
18954,R851,LRPSa,1018675,23.0193049,89.8388052,NaN,NaN,783.0,0.24241486068111456
18955,R851,LRPSb,1018676,23.0205271,89.8403608,NaN,NaN,783.0,0.24241486068111456
18956,R851,LRPE,1018656,23.0208049,89.8408886,NaN,NaN,783.0,0.24241486068111456
18957,R860,LRPS,1008784,23.1543056,90.1391108,NaN,NaN,341.0,0.09565217391304348
18958,R860,LRPSa,1018679,23.1543889,90.1394719,B,6.7,341.0,0.09565217391304348
18959,R860,LRPSb,1018680,23.1549444,90.1470274,B,6.7,341.0,0.09565217391304348
18960,R860,LRPSc,1018681,23.1549722,90.1472219,NaN,NaN,341.0,0.09565217391304348
18961,R860,LRP001,1018682,23.1550556,90.1488886,NaN,NaN,341.0,0.09565217391304348
18962,R860,LRP001a,1018683,23.1554722,90.1538611,A,22.2,341.0,0.09565217391304348
18963,R860,LRP002,1018684,23.1566944,90.1583889,NaN,NaN,341.0,0.09565217391304348
18964,R860,LRP002a,1018685,23.1569722,90.1594722,B,20.5,341.0,0.09565217391304348
18965,R860,LRP002b,1018686,23.1570556,90.1596667,NaN,NaN,341.0,0.09565217391304348
18966,R860,LRP002c,1018687,23.1574722,90.1613333,B,2.1,341.0,0.09565217391304348
18967,R860,LRP002d,1018688,23.1586111,90.1658889,A,22.2,341.0,0.09565217391304348
18968,R860,LRP002e,1018689,23.1586667,90.1660556,NaN,NaN,341.0,0.09565217391304348
18969,R860,LRP002f,1018690,23.1591389,90.1677771,A,22.2,341.0,0.09565217391304348
18970,R860,LRP003,1018691,23.1592778,90.1682771,NaN,NaN,341.0,0.09565217391304348
18971,R860,LRP003a,1018692,23.1598333,90.1702216,B,20.7,341.0,0.09565217391304348
18972,R860,LRP004,1018693,23.1618333,90.1771382,NaN,NaN,341.0,0.09565217391304348
18973,R860,LRP004a,1018694,23.1618333,90.1772493,B,11.6,341.0,0.09565217391304348
18974,R860,LRP004b,1018695,23.1618611,90.1773327,NaN,NaN,341.0,0.09565217391304348
18975,R860,LRP004c,1018696,23.1625556,90.1802216,A,6.7,341.0,0.09565217391304348
18976,R860,LRP004d,1018697,23.16325,90.1828327,A,22.2,341.0,0.09565217391304348
18977,R860,LRP005,1018698,23.1643056,90.1868608,NaN,NaN,341.0,0.09565217391304348
18978,R860,LRP005a,1018699,23.1645556,90.1880552,C,8.3,341.0,0.09565217391304348
18979,R860,LRP005b,1018700,23.1672493,90.1948886,NaN,NaN,341.0,0.09565217391304348
18980,R860,LRP005c,1018701,23.1673049,90.1949163,A,22.2,341.0,0.09565217391304348
18981,R860,LRP005d,1018702,23.1673049,90.1952219,NaN,NaN,341.0,0.09565217391304348
18982,R860,LRP006,1018703,23.1673049,90.1958886,NaN,NaN,341.0,0.09565217391304348
18983,R860,LRP006a,1018704,23.1672771,90.1984997,A,22.2,341.0,0.09565217391304348
18984,R860,LRP006b,1018705,23.1672493,90.2043889,B,29.52,341.0,0.09565217391304348
18985,R860,LRP007,1018706,23.1672216,90.2058611,NaN,NaN,341.0,0.09565217391304348
18986,R860,LRP007a,1018707,23.1672771,90.2103611,NaN,NaN,341.0,0.09565217391304348
18987,R860,LRP007b,1018708,23.1678604,90.2104167,NaN,NaN,341.0,0.09565217391304348
18988,R860,LRP008,1018709,23.1684438,90.2146389,NaN,NaN,341.0,0.09565217391304348
18989,R860,LRP008a,1018710,23.1694993,90.2183882,NaN,NaN,341.0,0.09565217391304348
18990,R860,LRP008b,1018711,23.1699716,90.2187216,A,22.2,341.0,0.09565217391304348
18991,R860,LRP009,1018712,23.1725271,90.2234438,NaN,NaN,341.0,0.09565217391304348
18992,R860,LRP009a,1018713,23.1740271,90.2258327,D,10.0,341.0,0.09565217391304348
18993,R860,LRP009b,1018714,23.1739993,90.2258327,NaN,NaN,341.0,0.09565217391304348
18994,R860,LRP010,1018715,23.1779438,90.231166,NaN,NaN,341.0,0.09565217391304348
18995,R860,LRP010a,1018716,23.1796938,90.2338052,C,3.7,341.0,0.09565217391304348
18996,R860,LRP010b,1018717,23.1829993,90.2378886,A,10.1,341.0,0.09565217391304348
18997,R860,LRP011,1018718,23.1834163,90.2391941,NaN,NaN,341.0,0.09565217391304348
18998,R860,LRP011a,1018719,23.1837497,90.2404441,NaN,NaN,341.0,0.09565217391304348
18999,R860,LRP011b,1018720,23.1847219,90.2443052,NaN,NaN,341.0,0.09565217391304348
19000,R860,LRP012,1018721,23.1889441,90.2481941,NaN,NaN,341.0,0.09565217391304348
19001,R860,LRP012a,1018722,23.1889997,90.2493886,NaN,NaN,262.0,0.10650406504065041
19002,R860,LRP012b,1018723,23.187333,90.2521944,A,22.2,262.0,0.10650406504065041
19003,R860,LRP013,1018724,23.1848608,90.2566389,NaN,NaN,262.0,0.10650406504065041
19004,R860,LRP013a,1018725,23.1836941,90.2588056,A,31.2,262.0,0.10650406504065041
19005,R860,LRP013b,1018726,23.180666,90.2637778,A,22.2,262.0,0.10650406504065041
19006,R860,LRP014,1018727,23.1797493,90.2645833,NaN,NaN,262.0,0.10650406504065041
19007,R860,LRP014a,1018728,23.1775271,90.2685827,C,6.78,262.0,0.10650406504065041
19008,R860,LRP015,1018729,23.1784438,90.2732216,NaN,NaN,262.0,0.10650406504065041
19009,R860,LRP015a,1018730,23.177666,90.2781382,D,6.8,262.0,0.10650406504065041
19010,R860,LRP015b,1018731,23.1774438,90.2814716,A,22.2,262.0,0.10650406504065041
19011,R860,LRP015c,1018732,23.1773882,90.2816938,NaN,NaN,262.0,0.10650406504065041
19012,R860,LRP016,1018733,23.177166,90.2827216,NaN,NaN,262.0,0.10650406504065041
19013,R860,LRP016a,1018734,23.1768604,90.288583,A,3.55,262.0,0.10650406504065041
19014,R860,LRP016b,1018735,23.1769716,90.2896663,NaN,NaN,262.0,0.10650406504065041
19015,R860,LRP016c,1018736,23.1770827,90.2911386,A,22.2,262.0,0.10650406504065041
19016,R860,LRP017,1018737,23.177166,90.2919163,NaN,NaN,262.0,0.10650406504065041
19017,R860,LRP017a,1018738,23.1771938,90.2926663,A,102.4,262.0,0.10650406504065041
19018,R860,LRP017c,1018739,23.1772216,90.2929163,NaN,NaN,262.0,0.10650406504065041
19019,R860,LRP017d,1018740,23.1790827,90.3001944,B,31.15,262.0,0.10650406504065041
19020,R860,LRP018,1018741,23.1795271,90.3009167,NaN,NaN,262.0,0.10650406504065041
19021,R860,LRP018a,1018742,23.1832216,90.3049167,A,3.6,262.0,0.10650406504065041
19022,R860,LRP018b,1018743,23.1844441,90.3065556,A,22.2,262.0,0.10650406504065041
19023,R860,LRP019,1018744,23.1856941,90.3074167,NaN,NaN,262.0,0.10650406504065041
19024,R860,LRP019a,1018745,23.1871663,90.3084167,C,3.08,262.0,0.10650406504065041
19025,R860,LRP019b,1018746,23.1871386,90.3083889,A,3.6,262.0,0.10650406504065041
19026,R860,LRP019c,1018747,23.1879997,90.3104444,C,6.95,262.0,0.10650406504065041
19027,R860,LRP019d,1018748,23.1880274,90.3105278,A,22.2,262.0,0.10650406504065041
19028,R860,LRP020,1018749,23.1905552,90.3149722,NaN,NaN,262.0,0.10650406504065041
19029,R860,LRP020a,1018750,23.1904997,90.3173604,A,7.0,262.0,0.10650406504065041
19030,R860,LRP020b,1018751,23.1909441,90.3188049,NaN,NaN,262.0,0.10650406504065041
19031,R860,LRP021,1018752,23.1916663,90.3227493,NaN,NaN,262.0,0.10650406504065041
19032,R860,LRP021a,1018753,23.1903886,90.3263882,A,148.8,262.0,0.10650406504065041
19033,R860,LRP022,1018754,23.187833,90.3309716,NaN,NaN,262.0,0.10650406504065041
19034,R860,LRP022a,1018755,23.1869997,90.3318882,NaN,NaN,262.0,0.10650406504065041
19035,R860,LRP022b,1018756,23.1869163,90.3319716,A,22.2,262.0,0.10650406504065041
19036,R860,LRP022d,1018757,23.1843608,90.3351941,A,22.2,262.0,0.10650406504065041
19037,R860,LRP023,1018758,23.1828049,90.3374719,NaN,NaN,262.0,0.10650406504065041
19038,R860,LRP023a,1018759,23.1811938,90.3409163,A,22.2,262.0,0.10650406504065041
19039,R860,LRP023b,1018760,23.1801382,90.3450552,A,10.0,262.0,0.10650406504065041
19040,R860,LRP023c,1018761,23.1801104,90.3452219,NaN,NaN,262.0,0.10650406504065041
19041,R860,LRP024,1018762,23.1801104,90.3464997,NaN,NaN,262.0,0.10650406504065041
19042,R860,LRP024a,1018763,23.1800549,90.3495274,A,6.8,262.0,0.10650406504065041
19043,R860,LRP024b,1018764,23.1800827,90.3496663,NaN,NaN,262.0,0.10650406504065041
19044,R860,LRP024c,1018765,23.179916,90.3518611,A,22.2,262.0,0.10650406504065041
19045,R860,LRP025,1018766,23.1798882,90.3535556,NaN,NaN,262.0,0.10650406504065041
19046,R860,LRP025a,1018767,23.1802771,90.3574722,C,6.3,262.0,0.10650406504065041
19047,R860,LRP025b,1018768,23.1803049,90.3576111,NaN,NaN,262.0,0.10650406504065041
19048,R860,LRP025c,1018769,23.1801382,90.3622778,A,22.2,262.0,0.10650406504065041
19049,R860,LRP025d,1018770,23.1804438,90.3641944,C,12.4,262.0,0.10650406504065041
19050,R860,LRP026,1018771,23.1803604,90.3631667,NaN,NaN,262.0,0.10650406504065041
19051,R860,LRP026a,1018772,23.1805549,90.3669716,A,8.95,262.0,0.10650406504065041
19052,R860,LRP026b,1018773,23.1805549,90.3670827,NaN,NaN,262.0,0.10650406504065041
19053,R860,LRP026c,1018774,23.180666,90.3694716,A,22.2,262.0,0.10650406504065041
19054,R860,LRP026d,1018775,23.180666,90.372166,A,22.2,262.0,0.10650406504065041
19055,R860,LRP026e,1018776,23.1805271,90.3738882,A,22.2,262.0,0.10650406504065041
19056,R860,LRP026f,1018777,23.1804993,90.3739716,NaN,NaN,262.0,0.10650406504065041
19057,R860,LRP027,1018778,23.1799438,90.3758604,NaN,NaN,262.0,0.10650406504065041
19058,R860,LRP027a,1018779,23.1793882,90.3773604,A,22.2,262.0,0.10650406504065041
19059,R860,LRP027b,1018780,23.1789438,90.3805549,A,1.15,262.0,0.10650406504065041
19060,R860,LRP027c,1018781,23.1790549,90.3814716,C,12.4,262.0,0.10650406504065041
19061,R860,LRP027d,1018782,23.1792216,90.3830271,A,22.2,262.0,0.10650406504065041
19062,R860,LRP028,1018783,23.1795827,90.3851663,NaN,NaN,262.0,0.10650406504065041
19063,R860,LRP028a,1018784,23.1808327,90.3869719,NaN,NaN,262.0,0.10650406504065041
19064,R860,LRP028b,1018785,23.1828327,90.3894441,A,11.07,262.0,0.10650406504065041
19065,R860,LRP028c,1018786,23.182916,90.3894441,NaN,NaN,262.0,0.10650406504065041
19066,R860,LRP029,1018787,23.1846108,90.3907497,NaN,NaN,262.0,0.10650406504065041
19067,R860,LRP029a,1018788,23.1851663,90.3912219,A,1.15,262.0,0.10650406504065041
19068,R860,LRP029b,1018789,23.185833,90.391583,B,12.25,262.0,0.10650406504065041
19069,R860,LRP029c,1018790,23.186245912396693,90.39192031019284,A,22.2,262.0,0.10650406504065041
19070,R860,LRP029d,1018791,23.1878052,90.3931941,B,16.4,262.0,0.10650406504065041
19071,R860,LRP029e,1018792,23.1878052,90.3933886,NaN,NaN,262.0,0.10650406504065041
19072,R860,LRP029f,1018793,23.187583,90.3957219,C,1.2,262.0,0.10650406504065041
19073,R860,LRP029g,1018794,23.1874997,90.3957497,A,22.2,262.0,0.10650406504065041
19074,R860,LRP029h,1018795,23.187833,90.3983886,A,22.2,262.0,0.10650406504065041
19075,R860,LRP030,1018796,23.187833,90.3984997,NaN,NaN,262.0,0.10650406504065041
19076,R860,LRP030a,1018797,23.1874441,90.4015833,C,12.45,262.0,0.10650406504065041
19077,R860,LRP031,1018798,23.1871386,90.4081111,NaN,NaN,262.0,0.10650406504065041
19078,R860,LRP031a,1018799,23.1871941,90.4083333,A,28.89,262.0,0.10650406504065041
19079,R860,LRP031b,1018800,23.1872497,90.4083333,NaN,NaN,262.0,0.10650406504065041
19080,R860,LRP031c,1018801,23.189083,90.4133889,C,12.4,262.0,0.10650406504065041
19081,R860,LRP032,1018802,23.1899163,90.4170271,NaN,NaN,262.0,0.10650406504065041
19082,R860,LRP032a,1018803,23.1898886,90.4180549,A,12.4,262.0,0.10650406504065041
19083,R860,LRP032b,1018804,23.1898886,90.4180827,NaN,NaN,262.0,0.10650406504065041
19084,R860,LRP032c,1018805,23.1916941,90.4221104,C,12.5,262.0,0.10650406504065041
19085,R860,LRP032d,1018806,23.1917219,90.4224438,NaN,NaN,262.0,0.10650406504065041
19086,R860,LRP033,1018807,23.1921108,90.4251104,NaN,NaN,262.0,0.10650406504065041
19087,R860,LRP033a,1018808,23.192333,90.4325271,C,4.8,262.0,0.10650406504065041
19088,R860,LRP033b,1018809,23.192333,90.4327493,NaN,NaN,262.0,0.10650406504065041
19089,R860,LRP034,1018810,23.1921941,90.4355274,NaN,NaN,262.0,0.10650406504065041
19090,R860,LRP034a,1018811,23.1924163,90.4387774,A,33.4,262.0,0.10650406504065041
19091,R860,LRP035,1018812,23.1940552,90.4440552,NaN,NaN,262.0,0.10650406504065041
19092,R860,LRP035a,1018813,23.1942219,90.4443608,NaN,NaN,262.0,0.10650406504065041
19093,R860,LRP035b,1018814,23.1942219,90.4444441,A,22.2,262.0,0.10650406504065041
19094,R860,LRP035c,1018815,23.1946386,90.4483886,NaN,NaN,262.0,0.10650406504065041
19095,R860,LRP036,1018816,23.188833,90.4480274,NaN,NaN,262.0,0.10650406504065041
19096,R860,LRP036a,1018817,23.186333,90.4485552,C,4.85,262.0,0.10650406504065041
19097,R860,LRP037,1018818,23.1866108,90.4551944,NaN,NaN,262.0,0.10650406504065041
19098,R860,LRP037a,1018819,23.186583,90.4556389,A,22.2,262.0,0.10650406504065041
19099,R860,LRP038,1018820,23.1780549,90.4563333,NaN,NaN,262.0,0.10650406504065041
19100,R860,LRP038a,1018821,23.1767216,90.4591944,C,5.5,262.0,0.10650406504065041
19101,R860,LRP039,1018822,23.175416,90.4643611,NaN,NaN,262.0,0.10650406504065041
19102,R860,LRP039a,1018823,23.1759438,90.4666389,A,5.3,262.0,0.10650406504065041
19103,R860,LRP039b,1018824,23.1754716,90.4693604,A,22.2,262.0,0.10650406504065041
19104,R860,LRP040,1018825,23.1740271,90.4722216,NaN,NaN,262.0,0.10650406504065041
19105,R860,LRP041,1018826,23.1665278,90.4774438,NaN,NaN,262.0,0.10650406504065041
19106,R860,LRP041a,1018827,23.1659444,90.4790549,A,4.2,262.0,0.10650406504065041
19107,R860,LRP041b,1018828,23.1673604,90.4856386,A,3.7,262.0,0.10650406504065041
19108,R860,LRP042,1018829,23.1680827,90.4861941,NaN,NaN,262.0,0.10650406504065041
19109,R860,LRP042a,1018830,23.1697493,90.4884997,A,22.2,262.0,0.10650406504065041
19110,R860,LRP042b,1018831,23.1701938,90.4894719,NaN,NaN,262.0,0.10650406504065041
19111,R860,LRP043,1018832,23.1726938,90.4950274,NaN,NaN,262.0,0.10650406504065041
19112,R860,LRP043a,1018833,23.1729716,90.4956108,A,3.7,262.0,0.10650406504065041
19113,R860,LRP044,1018834,23.1718049,90.5046667,NaN,NaN,262.0,0.10650406504065041
19114,R860,LRP044a,1018835,23.1717493,90.5063889,NaN,NaN,262.0,0.10650406504065041
19115,R860,LRP044b,1018836,23.1742216,90.5058611,A,2.3,262.0,0.10650406504065041
19116,R860,LRP044c,1018837,23.1742771,90.5058333,NaN,NaN,262.0,0.10650406504065041
19117,R860,LRP044d,1018838,23.1769993,90.5049167,A,22.2,262.0,0.10650406504065041
19118,R860,LRP044e,1018839,23.1773882,90.5049722,NaN,NaN,262.0,0.10650406504065041
19119,R860,LRP045,1018840,23.1789716,90.5054444,NaN,NaN,262.0,0.10650406504065041
19120,R860,LRP045a,1018841,23.1818327,90.5058611,A,5.1,262.0,0.10650406504065041
19121,R860,LRP045b,1018842,23.1819993,90.5058889,NaN,NaN,262.0,0.10650406504065041
19122,R860,LRP045c,1018843,23.1874163,90.5070833,A,22.2,262.0,0.10650406504065041
19123,R860,LRP045d,1018844,23.1874163,90.5071111,NaN,NaN,262.0,0.10650406504065041
19124,R860,LRP046,1018845,23.188083,90.50725,NaN,NaN,262.0,0.10650406504065041
19125,R860,LRP047,1018846,23.1969997,90.5099444,NaN,NaN,262.0,0.10650406504065041
19126,R860,LRP047a,1018847,23.1981108,90.5101667,A,41.74,262.0,0.10650406504065041
19127,R860,LRP047b,1018848,23.1984719,90.5106667,A,22.2,262.0,0.10650406504065041
19128,R860,LRP047c,1018849,23.1984163,90.5110278,NaN,NaN,262.0,0.10650406504065041
19129,R860,LRP047d,1018850,23.1979441,90.5158889,A,22.2,262.0,0.10650406504065041
19130,R860,LRP048,1018851,23.1973608,90.5188049,NaN,NaN,262.0,0.10650406504065041
19131,R860,LRP048a,1018852,23.1967219,90.5218882,A,13.4,262.0,0.10650406504065041
19132,R860,LRP048b,1018853,23.1966941,90.5219438,NaN,NaN,262.0,0.10650406504065041
19133,R860,LRP049,1018854,23.1953608,90.5281938,NaN,NaN,262.0,0.10650406504065041
19134,R860,LRP049a,1018855,23.1953886,90.5282771,A,13.3,262.0,0.10650406504065041
19135,R860,LRP049b,1018856,23.1953052,90.5284438,NaN,NaN,262.0,0.10650406504065041
19136,R860,LRP049c,1018857,23.1949441,90.5291104,A,38.18,262.0,0.10650406504065041
19137,R860,LRP049d,1018858,23.1952774,90.529166,NaN,NaN,262.0,0.10650406504065041
19138,R860,LRP049e,1018859,23.1939719,90.5326938,A,22.2,262.0,0.10650406504065041
19139,R860,LRP049f,1018860,23.1939719,90.5327216,NaN,NaN,262.0,0.10650406504065041
19140,R860,LRP050,1018861,23.1923052,90.5376941,NaN,NaN,262.0,0.10650406504065041
19141,R860,LRP050a,1018862,23.1917219,90.5442774,D,11.2,262.0,0.10650406504065041
19142,R860,LRP050b,1018863,23.1917219,90.5444163,NaN,NaN,262.0,0.10650406504065041
19143,R860,LRP050c,1018864,23.1916941,90.5462219,A,13.3,262.0,0.10650406504065041
19144,R860,LRP051,1018865,23.19177598427948,90.54759742620088,NaN,NaN,262.0,0.10650406504065041
19145,R860,LRP051a,1018866,23.191833,90.5485552,A,21.55,262.0,0.10650406504065041
19146,R860,LRP051b,1018867,23.1917774,90.5494719,NaN,NaN,262.0,0.10650406504065041
19147,R860,LRP052,1018868,23.1899719,90.5571389,NaN,NaN,262.0,0.10650406504065041
19148,R860,LRP052a,1018869,23.187833,90.5595278,A,1.75,262.0,0.10650406504065041
19149,R860,LRP052b,1018870,23.1877219,90.5596389,NaN,NaN,262.0,0.10650406504065041
19150,R860,LRP053,1018871,23.1836108,90.5641944,NaN,NaN,262.0,0.10650406504065041
19151,R860,LRP053a,1018872,23.1779993,90.5664722,A,18.2,262.0,0.10650406504065041
19152,R860,LRP053b,1018873,23.1778327,90.5665833,NaN,NaN,262.0,0.10650406504065041
19153,R860,LRP054,1018874,23.1774993,90.569666,NaN,NaN,262.0,0.10650406504065041
19154,R860,LRP055,1018875,23.178166,90.5794716,NaN,NaN,262.0,0.10650406504065041
19155,R860,LRP056,1018876,23.1818049,90.5803327,NaN,NaN,262.0,0.10650406504065041
19156,R860,LRP056a,1018877,23.1827216,90.5805271,NaN,NaN,262.0,0.10650406504065041
19157,R860,LRP062a,1018878,23.1642778,90.6429163,NaN,NaN,262.0,0.10650406504065041
19158,R860,LRP063,1018879,23.1643333,90.6442497,NaN,NaN,262.0,0.10650406504065041
19159,R860,LRP063a,1018880,23.1651667,90.6465274,NaN,NaN,262.0,0.10650406504065041
19160,R860,LRP063a,1018880,23.1651667,90.6465274,NaN,NaN,222.0,0.25517241379310346
19161,R860,LRP064,1018881,23.1635833,90.6532222,NaN,NaN,222.0,0.25517241379310346
19162,R860,LRP065,1018882,23.15675,90.6575,NaN,NaN,222.0,0.25517241379310346
19163,R860,LRP066,1018883,23.1476941,90.65975,NaN,NaN,222.0,0.25517241379310346
19164,R860,LRP066a,1018884,23.1438608,90.6594444,NaN,NaN,222.0,0.25517241379310346
