,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry,id,model_type,dist
937,32405,Z4016,22.865,LRPE,24.319916,90.1695271,,Others,,intersection,210.99999999999852,,,Unknown,,Z4016LRPE,Z4016LRP,POINT (90.1695271 24.319916),1032357,potential intersection,0.1436061574705727
938,32406,Z4017,0.0,LRPS,24.5139722,89.9783327,,Others,,intersection,,,,Unknown,,Z4017LRPS,Z4017LRP,POINT (89.9783327 24.5139722),1004332,potential intersection,8.791131894643181e-05
939,32458,Z4017,22.062,LRPE,24.6128333,89.8105556,,Others,,intersection,242.00000000000088,,,Unknown,,Z4017LRPE,Z4017LRP,POINT (89.8105556 24.6128333),1033709,potential intersection,6.211803281310548e-05
940,32459,Z4018,0.0,LRPS,24.7803049,89.8549444,,Others,,intersection,,,,Unknown,,Z4018LRPS,Z4018LRP,POINT (89.8549444 24.7803049),1032774,potential intersection,0.0025423969202255084
941,32523,Z4018,29.824,LRPE,24.5623056,89.9273327,,Others,,intersection,134.00000000000034,,,Unknown,,Z4018LRPE,Z4018LRP,POINT (89.9273327 24.5623056),1032426,potential intersection,8.791131894643181e-05
942,32524,Z4019,0.0,LRPS,24.5939441,90.0228049,,Others,,intersection,,,,Unknown,,Z4019LRPS,Z4019LRP,POINT (90.0228049 24.5939441),1004352,potential intersection,0.014412577223037851
943,32549,Z4019,11.136,LRPE,24.5621111,89.9283049,,Others,,intersection,135.99999999999923,,,Unknown,,Z4019LRPE,Z4019LRP,POINT (89.9283049 24.5621111),1032423,potential intersection,0.000157119126776868
944,32550,Z4020,0.0,LRPS,24.5554722,89.9278882,,Others,,intersection,,,,Unknown,,Z4020LRPS,Z4020LRP,POINT (89.9278882 24.5554722),1032419,potential intersection,0.0001388600014387302
945,32582,Z4020,15.482,LRPE,24.4509444,89.8797216,,Others,,intersection,613.999999999999,,,Unknown,,Z4020LRPE,Z4020LRP,POINT (89.8797216 24.4509444),1014826,potential intersection,0.00016890352275750705
946,32583,Z4021,0.0,LRPS,24.9230827,89.9508333,,Others,,intersection,,,,Unknown,,Z4021LRPS,Z4021LRP,POINT (89.9508333 24.9230827),1004435,potential intersection,0.00608498551929031
947,32689,Z4021,39.125,LRPE,25.1616111,89.7637778,,Others,,intersection,244.99999999999744,,,Unknown,,Z4021LRPE,Z4021LRP,POINT (89.7637778 25.1616111),1032667,potential intersection,0.07423214017371339
948,32690,Z4022,0.0,LRPS,24.9169993,89.9509722,,Others,,intersection,,,,Unknown,,Z4022LRPS,Z4022LRP,POINT (89.9509722 24.9169993),1004435,potential intersection,0.0
949,32755,Z4022,28.5,LRPE,24.8876941,89.7062222,,Others,,intersection,614.0000000000008,,,Unknown,,Z4022LRPE,Z4022LRP,POINT (89.7062222 24.8876941),1032774,potential intersection,0.18090048479608994
950,32756,Z4023,0.0,LRPS,24.7647222,89.9251382,,Others,,intersection,,,,Unknown,,Z4023LRPS,Z4023LRP,POINT (89.9251382 24.7647222),1004398,potential intersection,5.55999999960477e-05
951,32808,Z4023,23.54,LRPE,24.6765827,89.8260827,,Others,,intersection,333.99999999999966,,,Unknown,,Z4023LRPE,Z4023LRP,POINT (89.8260827 24.6765827),1033709,potential intersection,0.06555250993516414
952,32809,Z4024,0.0,LRPS,24.9579167,89.8536944,,Others,,intersection,,,,Unknown,,Z4024LRPS,Z4024LRP,POINT (89.8536944 24.9579167),1004435,potential intersection,0.10553295217892812
953,32816,Z4024,3.654,LRPE,24.9289993,89.8543611,,Others,,intersection,653.9999999999999,,,Unknown,,Z4024LRPE,Z4024LRP,POINT (89.8543611 24.9289993),1004435,potential intersection,0.09735350349734749
954,32817,Z4025,0.0,LRPS,24.8876941,89.9444997,,Others,,intersection,,,,Unknown,,Z4025LRPS,Z4025LRP,POINT (89.9444997 24.8876941),1004425,potential intersection,0.00010015113578767789
955,32860,Z4025,16.75,LRPE,24.7809716,89.8492219,,Others,,intersection,19.999999999999574,,,Unknown,,Z4025LRPE,Z4025LRP,POINT (89.8492219 24.7809716),1032774,potential intersection,0.0036884563112470096
956,32861,Z4101,0.0,LRPS,24.9231104,89.9501667,,Others,,intersection,,,,Unknown,,Z4101LRPS,Z4101LRP,POINT (89.9501667 24.9231104),1004435,potential intersection,0.00616395761341496
957,32945,Z4101,37.7,LRPE,24.7608889,90.2348052,,Others,,intersection,5.000000000002558,,,Unknown,,Z4101LRPE,Z4101LRP,POINT (90.2348052 24.7608889),1004500,potential intersection,0.00026204207677039645
958,32946,Z4104,0.0,LRPS,24.8661944,90.0702771,,Others,,intersection,,,,Unknown,,Z4104LRPS,Z4104LRP,POINT (90.0702771 24.8661944),1032891,potential intersection,0.001019069717921824
959,32975,Z4104,15.0,LRP015,24.8790549,90.2005,,KmPost,,intersection,1000.0,,,Unknown,,Z4104LRP015,Z4104LRP,POINT (90.2005 24.8790549),1014617,potential intersection,0.09529804346449171
960,32976,Z4105,0.0,LRPS,24.7645,90.2564167,,Others,,intersection,,,,Unknown,,Z4105LRPS,Z4105LRP,POINT (90.2564167 24.7645),1004504,potential intersection,0.0002621268776791503
961,33015,Z4105,15.546,LRPE,24.6358608,90.2718882,,Others,,intersection,516.0,,,Unknown,,Z4105LRPE,Z4105LRP,POINT (90.2718882 24.6358608),1004504,potential intersection,0.12973085368581633
962,33016,Z4602,0.0,LRPS,25.1215827,90.0969997,,Others,,intersection,,,,Unknown,,Z4602LRPS,Z4602LRP,POINT (90.0969997 25.1215827),1014773,potential intersection,0.04844806956783731
963,33054,Z4602,11.754,LRPE,25.0906386,90.1949997,,Others,,intersection,97.99999999999898,,,Unknown,,Z4602LRPE,Z4602LRP,POINT (90.1949997 25.0906386),1004607,potential intersection,0.1019540115405512
964,33055,Z4603,0.0,LRPS,25.1213882,90.0847219,,Others,,intersection,,,,Unknown,,Z4603LRPS,Z4603LRP,POINT (90.0847219 25.1213882),1014773,potential intersection,0.03649216615385393
965,33087,Z4603,13.9,LRPE,25.1999441,90.1859719,,Others,,intersection,57.99999999999983,,,Unknown,,Z4603LRPE,Z4603LRP,POINT (90.1859719 25.1999441),1029701,potential intersection,0.00027918753553034497
966,33088,Z4604,0.0,LRPS,25.0477774,90.0035278,,Others,,intersection,,,,Unknown,,Z4604LRPS,Z4604LRP,POINT (90.0035278 25.0477774),1033318,potential intersection,2.779999999802385e-05
967,33122,Z4604,12.504,LRPE,25.1323882,89.9382219,,Others,,intersection,278.9999999999999,,,Unknown,,Z4604LRPE,Z4604LRP,POINT (89.9382219 25.1323882),1033351,potential intersection,0.018427812695487173
968,33123,Z4605,0.0,LRPS,25.1112222,90.0497774,,Others,,intersection,,,,Unknown,,Z4605LRPS,Z4605LRP,POINT (90.0497774 25.1112222),1014773,potential intersection,0.0001145253247079129
969,33167,Z4605,12.515,LRPE,25.2166111,90.0846663,,Others,,intersection,12.000000000000455,,,Unknown,,Z4605LRPE,Z4605LRP,POINT (90.0846663 25.2166111),1029741,potential intersection,8.79113189599134e-05
970,33168,Z4606,0.0,LRPS,24.9822493,89.9688882,,Others,,intersection,,,,Unknown,,Z4606LRPS,Z4606LRP,POINT (89.9688882 24.9822493),1014730,potential intersection,0.003083799464945957
971,33313,Z4606,86.92,LRPE,25.6674993,89.8502222,,Others,,intersection,650.0000000000057,,,Unknown,,Z4606LRPE,Z4606LRP,POINT (89.8502222 25.6674993),1038937,potential intersection,0.2021993357886477
972,33314,Z4607,0.0,LRPS,25.0323327,90.0155833,,Others,,intersection,,,,Unknown,,Z4607LRPS,Z4607LRP,POINT (90.0155833 25.0323327),1014751,potential intersection,3.9244490063027674e-05
973,33364,Z4607,25.588,LRPE,25.1829993,89.870166,,Others,,intersection,423.9999999999995,,,Unknown,,Z4607LRPE,Z4607LRP,POINT (89.870166 25.1829993),1033222,potential intersection,0.00010015113578965023
974,33365,Z4608,0.0,LRPS,25.5749716,89.8346108,,Others,,intersection,,,,Unknown,,Z4608LRPS,Z4608LRP,POINT (89.8346108 25.5749716),1033273,potential intersection,0.16723675761999704
975,33378,Z4608,4.584,LRPE,25.5416108,89.8573611,,Others,,intersection,105.99999999999987,,,Unknown,,Z4608LRPE,Z4608LRP,POINT (89.8573611 25.5416108),1033273,potential intersection,0.14068318285772521
976,33379,Z4609,0.0,LRPS,24.9821104,90.1762493,,Others,,intersection,,,,Unknown,,Z4609LRPS,Z4609LRP,POINT (90.1762493 24.9821104),1004545,potential intersection,5.5599999999600414e-05
977,33384,Z4609,1.78,LRPE,24.9897497,90.16375,,Others,,intersection,96.00000000000009,,,Unknown,,Z4609LRPE,Z4609LRP,POINT (90.16375 24.9897497),1033412,potential intersection,8.778485062938817e-05
978,33385,Z4610,0.0,LRPS,24.9875552,90.10925,,Others,,intersection,,,,Unknown,,Z4610LRPS,Z4610LRP,POINT (90.10925 24.9875552),1033412,potential intersection,0.05446205478798008
979,33450,Z4610,11.5,LRPE,24.963,90.2073333,,Others,,intersection,269.0000000000001,,,Unknown,,Z4610LRPE,Z4610LRP,POINT (90.2073333 24.963),1014617,potential intersection,0.030042157852262625
980,33451,Z4614,0.0,LRPS,25.1830549,89.870166,,Others,,intersection,,,,Unknown,,Z4614LRPS,Z4614LRP,POINT (89.870166 25.1830549),1033222,potential intersection,8.330000000000837e-05
981,33487,Z4614,12.986,LRPE,25.2121944,89.7655556,,Others,,intersection,30.000000000001137,,,Unknown,,Z4614LRPE,Z4614LRP,POINT (89.7655556 25.2121944),1033226,potential intersection,0.09910957438401974
982,33488,Z4615,0.0,LRPS,25.2080556,89.8645278,,Others,,intersection,,,,Unknown,,Z4615LRPS,Z4615LRP,POINT (89.8645278 25.2080556),1033226,potential intersection,0.00012419122352156387
983,33560,Z4615,32.187,LRPE,25.4098611,89.808,,Others,,intersection,336.9999999999962,,,Unknown,,Z4615LRPE,Z4615LRP,POINT (89.808 25.4098611),1033273,potential intersection,2.779999999802385e-05
984,33561,Z4616,0.0,LRPS,25.1505,89.934583,,Others,,intersection,,,,Unknown,,Z4616LRPS,Z4616LRP,POINT (89.934583 25.1505),1033351,potential intersection,0.00032516852554177034
985,33622,Z4616,19.465,LRPE,25.1853052,90.0668882,,Others,,intersection,292.0000000000016,,,Unknown,,Z4616LRPE,Z4616LRP,POINT (90.0668882 25.1853052),1033151,potential intersection,8.78164563204508e-05
986,33623,Z4617,0.0,LRPS,24.9985552,90.0088056,,Others,,intersection,,,,Unknown,,Z4617LRPS,Z4617LRP,POINT (90.0088056 24.9985552),1014741,potential intersection,0.00016900215975736602
987,33646,Z4617,3.35,LRPE,24.9870274,90.0370274,,Others,,intersection,350.0000000000001,,,Unknown,,Z4617LRPE,Z4617LRP,POINT (90.0370274 24.9870274),1014644,potential intersection,0.003497171961743289
988,33647,Z4619,0.0,LRPS,25.0905274,90.1950552,,Others,,intersection,,,,Unknown,,Z4619LRPS,Z4619LRP,POINT (90.1950552 25.0905274),1004607,potential intersection,0.10205250843806149
989,33672,Z4619,8.281,LRPE,25.0523889,90.2623611,,Others,,intersection,30.000000000001137,,,Unknown,,Z4619LRPE,Z4619LRP,POINT (90.2623611 25.0523889),1032061,potential intersection,0.10453921172573877
990,33673,Z4622,0.0,LRPS,25.0727216,89.8044444,,Others,,intersection,,,,Unknown,,Z4622LRPS,Z4622LRP,POINT (89.8044444 25.0727216),1032655,potential intersection,8.83490653813932e-05
991,33682,Z4622,2.909,LRPE,25.0902774,89.7842774,,Others,,intersection,758.0,,,Unknown,,Z4622LRPE,Z4622LRP,POINT (89.7842774 25.0902774),1032667,potential intersection,6.202854180669957e-05
992,33683,Z4801,0.0,LRPS,24.4585,89.8751382,,Others,,intersection,,,,Unknown,,Z4801LRPS,Z4801LRP,POINT (89.8751382 24.4585),1014830,potential intersection,0.0
993,33722,Z4801,28.052,LRPE,24.6764993,89.8259716,,Others,,intersection,961.9999999999998,,,Unknown,,Z4801LRPE,Z4801LRP,POINT (89.8259716 24.6764993),1033709,potential intersection,0.06544526541354771
994,33723,Z5001,0.0,LRPS,26.3268327,88.5494719,,Others,,intersection,,,,Unknown,,Z5001LRPS,Z5001LRP,POINT (88.5494719 26.3268327),1005777,potential intersection,0.00014165468576433338
995,33767,Z5001,27.48,LRPE,26.1704993,88.4098889,,Others,,intersection,550.0000000000007,,,Unknown,,Z5001LRPE,Z5001LRP,POINT (88.4098889 26.1704993),1016553,potential intersection,0.1363319505190556
996,33768,Z5002,0.0,LRPS,26.0418608,88.4222771,,Others,,intersection,,,,Unknown,,Z5002LRPS,Z5002LRP,POINT (88.4222771 26.0418608),1016553,potential intersection,0.023171273672375384
997,33955,Z5002,78.67,LRPE,25.8608056,88.6549167,,Others,,intersection,930.0000000000068,,,Unknown,,Z5002LRPE,Z5002LRP,POINT (88.6549167 25.8608056),1005640,potential intersection,0.0001145253247079129
998,33956,Z5003,0.0,LRPS,26.2054167,88.5545,,Others,,intersection,,,,Unknown,,Z5003LRPS,Z5003LRP,POINT (88.5545 26.2054167),1005746,potential intersection,0.007817014372509371
999,34021,Z5003,31.58,LRPE,26.1058889,88.8273882,,Others,,intersection,609.9999999999994,,,Unknown,,Z5003LRPE,Z5003LRP,POINT (88.8273882 26.1058889),1039339,potential intersection,0.029404769672964768
1000,34022,Z5004,0.0,LRPS,25.9018056,88.25525,,Others,,intersection,,,,Unknown,,Z5004LRPS,Z5004LRP,POINT (88.25525 25.9018056),1033852,potential intersection,0.0001415566317783923
1001,34060,Z5004,17.815,LRPE,25.8282216,88.1297216,,Others,,intersection,463.00000000000097,,,Unknown,,Z5004LRPE,Z5004LRP,POINT (88.1297216 25.8282216),1033852,potential intersection,0.14555223062599454
1002,34061,Z5005,0.0,LRPS,25.9051111,88.7913608,,Others,,intersection,,,,Unknown,,Z5005LRPS,Z5005LRP,POINT (88.7913608 25.9051111),1034239,potential intersection,8.78164563204508e-05
1003,34090,Z5005,15.492,LRPE,25.774416,88.7844441,,Others,,intersection,422.00000000000057,,,Unknown,,Z5005LRPE,Z5005LRP,POINT (88.7844441 25.774416),1005580,potential intersection,2.779999999802385e-05
1004,34091,Z5006,0.0,LRPS,25.6292216,88.623416,,Others / Culvert,,intersection,,,,Unknown,,Z5006LRPS,Z5006LRP,POINT (88.623416 25.6292216),1034095,potential intersection,0.008907797485920774
1005,34168,Z5006,34.44,LRPE,25.8643056,88.4911941,,Others,,intersection,70.00000000000028,,,Unknown,,Z5006LRPE,Z5006LRP,POINT (88.4911941 25.8643056),1033919,potential intersection,0.0
1006,34169,Z5007,0.0,LRPS,25.8547222,88.6552222,,Others,,intersection,,,,Unknown,,Z5007LRPS,Z5007LRP,POINT (88.6552222 25.8547222),1005638,potential intersection,2.7800000001576564e-05
1007,34188,Z5007,9.37,LRPE,25.794083,88.5991386,,Others,,intersection,207.9999999999984,,,Unknown,,Z5007LRPE,Z5007LRP,POINT (88.5991386 25.794083),1005638,potential intersection,0.08257791471646153
1008,34189,Z5008,0.0,LRPS,25.8623333,88.6543333,,Others,,intersection,,,,Unknown,,Z5008LRPS,Z5008LRP,POINT (88.6543333 25.8623333),1005641,potential intersection,3.9173715680823814e-05
1009,34264,Z5008,27.5,LRPE,25.8876108,88.8680271,,Others,,intersection,387.00000000000045,,,Unknown,,Z5008LRPE,Z5008LRP,POINT (88.8680271 25.8876108),1016268,potential intersection,0.0009243392027483543
1010,34265,Z5009,0.0,LRPS,25.8951663,88.8407497,,Others,,intersection,,,,Unknown,,Z5009LRPS,Z5009LRP,POINT (88.8407497 25.8951663),1016268,potential intersection,0.02922829845209679
1011,34270,Z5009,1.44,LRPE,25.8821938,88.8399719,,Others,,intersection,79.99999999999984,,,Unknown,,Z5009LRPE,Z5009LRP,POINT (88.8399719 25.8821938),1016268,potential intersection,0.02939038920377634
1012,34271,Z5010,0.0,LRPS,25.7505278,89.2545,,Others,,intersection,,,,Unknown,,Z5010LRPS,Z5010LRP,POINT (89.2545 25.7505278),1006768,potential intersection,0.0002290506494227218
1013,34348,Z5010,28.861,LRPE,25.6573889,89.418166,,Others,,intersection,173.00000000000182,,,Unknown,,Z5010LRPE,Z5010LRP,POINT (89.418166 25.6573889),1034338,potential intersection,0.03562982408320006
1014,34349,Z5011,0.0,LRPS,25.7805827,88.9146111,,Others,,intersection,,,,Unknown,,Z5011LRPS,Z5011LRP,POINT (88.9146111 25.7805827),1006783,potential intersection,0.00010015113578965023
1015,34394,Z5011,12.7,LRPE,25.6676382,88.9133611,,Others,,intersection,149.99999999999858,,,Unknown,,Z5011LRPE,Z5011LRP,POINT (88.9133611 25.6676382),1039939,potential intersection,0.027284641441658094
1016,34395,Z5014,0.0,LRPS,25.7605833,89.2314716,,Others,,intersection,,,,Unknown,,Z5014LRPS,Z5014LRP,POINT (89.2314716 25.7605833),1005448,potential intersection,0.00018630920535869149
1017,34404,Z5014,3.43,LRPE,25.7488608,89.2028056,,Others,,intersection,430.00000000000017,,,Unknown,,Z5014LRPE,Z5014LRP,POINT (89.2028056 25.7488608),1005448,potential intersection,0.0308302424182753
1018,34405,Z5015,0.0,LRPS,25.6659444,88.9988886,,Others,,intersection,,,,Unknown,,Z5015LRPS,Z5015LRP,POINT (88.9988886 25.6659444),1034882,potential intersection,2.7700000000407954e-05
1019,34476,Z5015,27.75,LRPE,25.8951108,89.0263049,,Others,,intersection,10.000000000001563,,,Unknown,,Z5015LRPE,Z5015LRP,POINT (89.0263049 25.8951108),1034560,potential intersection,0.0002373360486703344
1020,34477,Z5018,0.0,LRPS,25.851,89.2186104,,Others,,intersection,,,,Unknown,,Z5018LRPS,Z5018LRP,POINT (89.2186104 25.851),1034776,potential intersection,0.00814720626042959
1021,34563,Z5018,29.48,LRPE,25.8988052,89.0183604,,Others,,intersection,269.99999999999955,,,Unknown,,Z5018LRPE,Z5018LRP,POINT (89.0183604 25.8988052),1034560,potential intersection,0.008998153239962291
1022,34564,Z5019,0.0,LRPS,25.7541944,89.2489719,,Others,,intersection,,,,Unknown,,Z5019LRPS,Z5019LRP,POINT (89.2489719 25.7541944),1006772,potential intersection,0.00018626446252575118
1023,34576,Z5019,3.81,LRPE,25.7740827,89.234333,,Others,,intersection,597.0,,,Unknown,,Z5019LRPE,Z5019LRP,POINT (89.234333 25.7740827),1034757,potential intersection,8.778485062938817e-05
1024,34577,Z5020,0.0,LRPS,25.8006389,89.1895274,,Others,,intersection,,,,Unknown,,Z5020LRPS,Z5020LRP,POINT (89.1895274 25.8006389),1005461,potential intersection,0.0
1025,34653,Z5020,20.471,LRPE,25.8429163,89.2182771,,Others,,intersection,39.99999999999915,,,Unknown,,Z5020LRPE,Z5020LRP,POINT (89.2182771 25.8429163),1034776,potential intersection,6.207326316310474e-05
1026,34654,Z5021,0.0,LRPS,26.321416,88.5535833,,Others,,intersection,,,,Unknown,,Z5021LRPS,Z5021LRP,POINT (88.5535833 26.321416),1005775,potential intersection,0.00013889999999960878
1027,34732,Z5021,31.865,LRPE,26.1284438,88.7383052,,Others,,intersection,144.99999999999957,,,Unknown,,Z5021LRPE,Z5021LRP,POINT (88.7383052 26.1284438),1034000,potential intersection,2.7800000001576564e-05
1028,34733,Z5022,0.0,LRPS,25.9512778,88.9696382,,Others,,intersection,,,,Unknown,,Z5022LRPS,Z5022LRP,POINT (88.9696382 25.9512778),1039233,potential intersection,0.016777099999998768
1029,34751,Z5022,9.608,LRPE,25.8988608,89.0183327,,Others,,intersection,660.0000000000001,,,Unknown,,Z5022LRPE,Z5022LRP,POINT (89.0183327 25.8988608),1034560,potential intersection,0.009046720230000778
1030,34752,Z5023,0.0,LRPS,25.7602778,89.2397219,,Others,,intersection,,,,Unknown,,Z5023LRPS,Z5023LRP,POINT (89.2397219 25.7602778),1006777,potential intersection,0.0002003299777826035
1031,34788,Z5023,13.15,LRPE,25.8608333,89.2341941,,Others,,intersection,9.999999999999787,,,Unknown,,Z5023LRPE,Z5023LRP,POINT (89.2341941 25.8608333),1034776,potential intersection,0.02402597351388614
1032,34789,Z5024,0.0,LRPS,25.6868886,89.0762771,,Others,,intersection,,,,Unknown,,Z5024LRPS,Z5024LRP,POINT (89.0762771 25.6868886),1034863,potential intersection,6.202854181941473e-05
1033,34820,Z5024,8.19,LRPE,25.6993052,89.1521667,,Others,,intersection,289.99999999999915,,,Unknown,,Z5024LRPE,Z5024LRP,POINT (89.1521667 25.6993052),1034863,potential intersection,0.07694896397755978
1034,34821,Z5025,0.0,LRPS,25.7424997,89.2329993,,Others,,intersection,,,,Unknown,,Z5025LRPS,Z5025LRP,POINT (89.2329993 25.7424997),1005442,potential intersection,0.0001620147215499334
1035,34976,Z5025,66.126,LRPE,25.6323882,88.6491663,,Others,,intersection,200.00000000000284,,,Unknown,,Z5025LRPE,Z5025LRP,POINT (88.6491663 25.6323882),1016524,potential intersection,0.010546598831857388
1036,34977,Z5026,0.0,LRPS,25.6416663,88.920916,,Others,,intersection,,,,Unknown,,Z5026LRPS,Z5026LRP,POINT (88.920916 25.6416663),1039939,potential intersection,0.0002990994817842551
1037,34989,Z5026,2.95,LRPE,25.6648333,88.9163333,,Others,,intersection,30.00000000000025,,,Unknown,,Z5026LRPE,Z5026LRP,POINT (88.9163333 25.6648333),1039939,potential intersection,0.023867324203814863
1038,34990,Z5029,0.0,LRPS,25.9814716,88.2644722,,Others,,intersection,,,,Unknown,,Z5029LRPS,Z5029LRP,POINT (88.2644722 25.9814716),1033832,potential intersection,3.9315137031177345e-05
1039,35014,Z5029,10.195,LRP010b,26.0101389,88.1696382,,Others,,intersection,435.0000000000005,,,Unknown,,Z5029LRP010b,Z5029LRP,POINT (88.1696382 26.0101389),1033832,potential intersection,0.0991068608283541
1040,35015,Z5032,0.0,LRPS,24.8507222,89.3731104,,Others,,intersection,,,,Unknown,,Z5032LRPS,Z5032LRP,POINT (89.3731104 24.8507222),1006657,potential intersection,0.00020032997778654583
1041,35093,Z5032,22.59,LRPE,24.8865274,89.5745549,,Others,,intersection,10.000000000001563,,,Unknown,,Z5032LRPE,Z5032LRP,POINT (89.5745549 24.8865274),1035058,potential intersection,0.0915808950105316
1042,35094,Z5034,0.0,LRPS,24.6693049,89.416916,,Others,,intersection,,,,Unknown,,Z5034LRPS,Z5034LRP,POINT (89.416916 24.6693049),1005195,potential intersection,0.00014165468576711978
1043,35144,Z5034,16.87,LRPE,24.6508333,89.2583333,,Others,,intersection,25.00000000000213,,,Unknown,,Z5034LRPE,Z5034LRP,POINT (89.2583333 24.6508333),1005953,potential intersection,5.560000000315313e-05
1044,35145,Z5035,0.0,LRPS,25.0130278,89.3689993,,Others,,intersection,,,,Unknown,,Z5035LRPS,Z5035LRP,POINT (89.3689993 25.0130278),1005269,potential intersection,0.00011452532470877528
1045,35229,Z5035,41.3,LRPE,24.8865274,89.5745549,,Others,,intersection,70.00000000000028,,,Unknown,,Z5035LRPE,Z5035LRP,POINT (89.5745549 24.8865274),1035058,potential intersection,0.0915808950105316
1046,35230,Z5039,0.0,LRPS,24.8805271,89.3526389,,Others,,intersection,,,,Unknown,,Z5039LRPS,Z5039LRP,POINT (89.3526389 24.8805271),1005240,potential intersection,0.0001495776052793283
1047,35321,Z5039,30.65,LRPE,25.0295549,89.1290827,,Others,,intersection,19.999999999999574,,,Unknown,,Z5039LRPE,Z5039LRP,POINT (89.1290827 25.0295549),1038105,potential intersection,3.931513703368949e-05
1048,35322,Z5040,0.0,LRPS,24.8083333,89.3826382,,Others,,intersection,,,,Unknown,,Z5040LRPS,Z5040LRP,POINT (89.3826382 24.8083333),1005217,potential intersection,0.00013889999999605607
1049,35370,Z5040,15.94,LRPE,24.8388052,89.446833,,Others,,intersection,160.00000000000014,,,Unknown,,Z5040LRPE,Z5040LRP,POINT (89.446833 24.8388052),1036354,potential intersection,0.03342262914687812
1050,35371,Z5041,0.0,LRPS,24.4941663,89.5078611,,Others,,intersection,,,,Unknown,,Z5041LRPS,Z5041LRP,POINT (89.5078611 24.4941663),1005143,potential intersection,6.216268977166418e-05
1051,35403,Z5041,16.12,LRPE,24.4295827,89.3716382,,Others,,intersection,120.000000000001,,,Unknown,,Z5041LRPE,Z5041LRP,POINT (89.3716382 24.4295827),1035650,potential intersection,0.010064866470056222
1052,35404,Z5042,0.0,LRPS,24.4656944,89.6897219,,Others,,intersection,,,,Unknown,,Z5042LRPS,Z5042LRP,POINT (89.6897219 24.4656944),1014694,potential intersection,0.011531046792466427
1053,35456,Z5042,21.43,LRPE,24.5398052,89.5110833,,Others,,intersection,429.9999999999997,,,Unknown,,Z5042LRPE,Z5042LRP,POINT (89.5110833 24.5398052),1005155,potential intersection,0.00019647669072839788
1054,35457,Z5043,0.0,LRPS,24.4304438,89.3652778,,Others,,intersection,,,,Unknown,,Z5043LRPS,Z5043LRP,POINT (89.3652778 24.4304438),1035650,potential intersection,0.005283440190822883
1055,35498,Z5043,18.21,LRPE,24.3740549,89.2459997,,Others,,intersection,80.00000000000185,,,Unknown,,Z5043LRPE,Z5043LRP,POINT (89.2459997 24.3740549),1040983,potential intersection,0.09184631513027863
1056,35499,Z5046,0.0,LRPS,24.3250271,89.5624722,,Others,,intersection,,,,Unknown,,Z5046LRPS,Z5046LRP,POINT (89.5624722 24.3250271),1005074,potential intersection,3.9315137031177345e-05
1057,35566,Z5046,25.65,LRPE,24.4295827,89.3714716,,Others,,intersection,649.9999999999986,,,Unknown,,Z5046LRPE,Z5046LRP,POINT (89.3714716 24.4295827),1035650,potential intersection,0.009929244121284365
1058,35567,Z5047,0.0,LRPS,24.1734716,89.6095833,,Others,,intersection,,,,Unknown,,Z5047LRPS,Z5047LRP,POINT (89.6095833 24.1734716),1037507,potential intersection,0.00014165468576363615
1059,35603,Z5047,18.39,LRPE,24.2303882,89.6971663,,Others,,intersection,920.0000000000017,,,Unknown,,Z5047LRPE,Z5047LRP,POINT (89.6971663 24.2303882),1037472,potential intersection,0.003463269814783039
1060,35604,Z5048,0.0,LRPS,24.3076667,89.5632778,,Others,,intersection,,,,Unknown,,Z5048LRPS,Z5048LRP,POINT (89.5632778 24.3076667),1005069,potential intersection,0.00017569615818062442
1061,35647,Z5048,21.67,LRPE,24.2886941,89.4058056,,Others,,intersection,130.00000000000256,,,Unknown,,Z5048LRPE,Z5048LRP,POINT (89.4058056 24.2886941),1006289,potential intersection,0.08964675502180465
1062,35648,Z5049,0.0,LRPS,24.4328327,89.3643056,,Others,,intersection,,,,Unknown,,Z5049LRPS,Z5049LRP,POINT (89.3643056 24.4328327),1035650,potential intersection,0.002706061348157314
1063,35699,Z5049,25.75,LRPE,24.6267493,89.4368608,,Others,,intersection,15.000000000000568,,,Unknown,,Z5049LRPE,Z5049LRP,POINT (89.4368608 24.6267493),1005185,potential intersection,0.00011780398974569065
1064,35700,Z5050,0.0,LRPS,24.7863886,89.4690271,,Others,,intersection,,,,Unknown,,Z5050LRPS,Z5050LRP,POINT (89.4690271 24.7863886),1035347,potential intersection,0.00010015113578965023
1065,35708,Z5050,2.63,LRPE,24.779916,89.4909719,,Others,,intersection,60.00000000000006,,,Unknown,,Z5050LRPE,Z5050LRP,POINT (89.4909719 24.779916),1036329,potential intersection,6.216268977325299e-05
1066,35709,Z5051,0.0,LRPS,24.8790271,89.4833049,,Others,,intersection,,,,Unknown,,Z5051LRPS,Z5051LRP,POINT (89.4833049 24.8790271),1035058,potential intersection,6.216268977643064e-05
1067,35737,Z5051,10.485,LRPE,24.8325827,89.479666,,Others,,intersection,35.00000000000014,,,Unknown,,Z5051LRPE,Z5051LRP,POINT (89.479666 24.8325827),1036354,potential intersection,2.779999999802385e-05
1068,35738,Z5053,0.0,LRPS,24.8611944,89.2659444,,Others,,intersection,,,,Unknown,,Z5053LRPS,Z5053LRP,POINT (89.2659444 24.8611944),1015139,potential intersection,0.0001388600014387302
